draw,null_mean_TOM,null_mean_WD-Mon,null_mean_WD-Tue,null_mean_WD-Wed,null_mean_WD-Thu,null_mean_WD-Fri,null_mean_PH,null_mean_SQm,null_mean_SQq
166,-7.682640292618229,-7.083626235086898,-2.545796296905756,-5.5920438801186805,-7.64195582589212,-12.37885559895835,-6.7598371506428725,-23.37748514286443,7.054513941747718
167,-8.807349064182167,-9.184281489544675,-5.032643049331908,-16.905005625572848,-10.766657195481459,-8.584406975378348,-15.79086629539495,41.84216856803329,-38.2216429245672
168,-10.803137447238388,-12.433339253998817,-9.786877211910054,-2.601234905279055,-7.947445217701325,-12.16812288892116,12.748341364962037,50.23134210516343,48.703121492391475
169,-6.634496758407368,-4.948496678557712,-10.606049563309686,-2.3449636621985466,-5.750875213517055,-6.585771371326363,-17.62236148207426,-7.024482315038245,-65.76132191213794
170,-11.716058790073054,-11.857683870631087,-1.7099817049640897,-17.222250258015013,-23.081909622710555,-4.551454910196707,-7.805198835172059,32.55760242096248,-13.445189776768323
171,-6.4568970322695085,-6.226406008651542,-9.971302714108106,-3.6122629955500396,-7.496446408306421,-3.0161844326264924,-7.924075372913601,-2.3433911665145737,38.04073064808016
172,-9.862317330438314,-13.97615930878266,-13.660930976545291,-9.58776448492633,-7.824835990677566,-9.514549785212331,-7.415732953921042,-26.324055388163092,7.077547381343393
173,-7.649349195149376,-8.652328755776097,-2.480949081619037,-13.730237992185838,-11.748807257659417,-10.42388535265367,-7.820762663916163,-11.735557884187209,42.58625544320172
174,-2.043883316953269,-5.787525689232274,-13.341084946509126,-8.04348948169777,-9.740643070883088,-12.888258370184639,-18.105791693187534,34.00345273385576,2.6576082262763157
175,-8.846700566564213,-5.3500205394110365,-9.171933018904525,-7.094344817123329,-11.26079541121803,-14.668308353207511,10.844655914218844,1.4895983355844782,8.414384634672844
176,-10.436569000263782,-7.88428579819386,-7.088948289645303,-3.7123939970389226,-10.1398399300675,-9.814254852633272,-6.396856907571837,-4.970850139260195,-34.961484590844385
177,-3.447249935115693,-1.1290698589815604,-7.679537840492165,-8.810269722403044,-14.753114145797474,-4.008212844161552,-21.12335149986007,-0.9219528832342121,5.288255615865875
178,-1.4187116536760613,-4.658425371894771,-1.3394191849761827,-6.09489865861613,-5.571458385542074,-18.355779270125005,-14.877804935298627,-19.539121613135105,-58.00180821470679
179,-6.409958145543392,-9.567652200924373,-8.692825817882861,-16.51511703966787,-8.86523725028946,-16.065380250610378,11.809595478018652,-10.142132608897803,-13.765888176706966
180,-7.950892208899382,-5.402931573580605,-1.7201302574921429,2.052665370644616,-4.528985663993686,-8.431243986486603,0.2797999216096486,-1.4004986981094696,49.93606296413578
181,-4.018977851847724,-8.127689829720664,-6.969278582534078,-15.468471418198044,-7.495783705092871,-6.346571599716792,-9.817815636850225,-11.26683315123006,-4.536409873431651
182,-5.532910761646413,-12.830731801923584,-14.767226292420021,-12.549071965343401,-9.30423353564837,-15.147624556596702,4.684483520945796,0.913138364002935,-54.68059512975246
183,-6.24434388422593,-15.872225266571975,-10.059893912967524,-18.08888381725435,-7.50469821500472,-1.1761590620299234,-8.510134772374487,22.317525890533656,0.7825581687300005
184,-9.06021651501025,-1.10926509232967,-10.324332997109584,-8.410748451545631,-15.081420255901888,-8.118955669419375,-2.793341636379066,4.791511512611017,-45.9729241585205
185,-13.767685757321425,-14.593338891980205,-10.160530064437976,-4.055924297555624,-13.802181087932814,-8.71774753716749,0.15060982145288873,-6.5183414066631,-29.808931126896063
186,-18.71449194293513,-9.531307446154795,-13.015100598391772,-12.513285377218802,-9.254456936948479,-4.850633735460479,-8.992790577902765,16.267242888327363,31.542498188760053
187,-9.071256060510967,-6.9775214794956915,-7.362720785108098,3.15053814697454,-10.75256004265833,-18.637996756526316,-12.140084394058354,1.4781393934070544,-11.582465896703248
188,-14.589507423936611,-12.546833482518043,-8.876526630710964,-6.209633738707066,-6.674302772882976,-5.994640205225938,-8.6714261937868,3.129810655904462,1.5262523741921719
189,-2.2963198136586866,-6.820212097208068,-7.873693698643279,-13.789410569766655,-5.66597815354319,-10.835426484781852,-10.87352563152551,7.351956398880316,-59.81052508077752
190,-1.3045535393726448,-9.540336421283053,-12.076667476156057,-4.895705592169631,-3.056335193291894,-14.774301839570088,-10.017927003730444,-0.56361018010699,-85.73359403425877
191,-10.537577276104843,-7.502875744453837,-12.678498610848443,-9.488759631157853,-6.484890699814591,-8.14314416497212,-9.378688538552362,6.944899743651199,19.631776487176545
192,-9.201031626241441,-12.847330864784963,-11.326091971702487,-7.481096666654185,-0.0865447606721017,-9.38293882580563,-15.316791720947698,27.605783370388963,-28.145482170766048
193,-8.092793079969411,-15.78193291400965,-13.976288588030938,-6.677938898372362,-13.523590937747276,-9.885671431616302,-2.1812259745753764,-1.9439285048453705,9.057715795902027
194,-10.644446042154433,-12.361308689208439,-12.068624490665687,-5.401647923498692,-13.395946484364407,-13.091121344514459,-5.317313688391816,23.673066305375855,92.6121855359706
195,-6.9524982543059695,-12.533008776887408,-2.835120410389486,-8.06221894267477,-9.302820490594044,-1.990319356730083,-1.5319716852229877,-10.355375260126642,30.054484286117
196,-15.241527244671758,-12.234778558008207,-14.427524430603501,-11.144970060313115,-9.262925508585335,-7.5852866499349725,-2.810060956906986,12.245707837608785,23.585955839511314
197,-12.669714104310057,-6.376733628557532,-10.689530829725499,-3.5957956296169593,-3.8381643312028433,-7.037831821585978,-15.452689247160595,22.10162641308604,-64.10719352205578
198,-4.877895841856389,-8.0978488151353,-5.866839656260663,-13.5392923251082,-7.848850270336819,-12.685938840983788,-2.732355147770277,16.059410167619728,-0.01170994121446256
199,-11.986286466357502,-11.756397793466451,-6.789311063174644,-9.96191753205048,-13.657913890320515,-12.88455341905242,-12.919617477015246,18.409601750365987,-5.731300489197924
200,-11.484679960594136,-3.497227393132727,-4.663063148537777,-9.202206349853244,-9.921781352889953,-7.919226105350096,5.157454147184129,21.6827868173323,29.130620281525477
201,-7.230291971282224,-3.173480383477136,-7.123826500599878,-12.312891330912066,-5.5684838371578245,-9.993413582661809,-4.603648363106741,-13.817045317815234,61.17550930775107
202,-3.893796565461417,-9.722624590253231,-7.076197884443016,-14.134369405046817,-10.649929155666381,-6.756322388089351,-32.91069367796665,45.80447797393873,7.8730249897677265
203,-12.527790982105483,-11.45865962744562,-11.744660547532398,-7.976852000291671,-13.391463411885407,-17.693420010929774,5.384684997769591,-20.029873740333603,10.19680336167833
204,-15.14278004113149,-5.3199327979173825,-6.7492441733943,-13.415770307143722,-8.725148637745194,-2.474701867487311,-15.173710782667726,17.998262566691732,-21.20608479384793
205,-10.939928526328302,-5.35971595673851,-2.656168360935469,-4.065489710226849,-9.557556920014383,-1.6734962682476977,-14.276414647423563,3.0586486235439687,3.8346657742336294
206,-11.244463266149982,-7.027360531965107,-3.8012715635079166,-8.478745290478772,-14.179949435396063,-7.243562706533354,-12.543204414268496,-10.54829743920268,62.47622795983763
207,-7.899801405639188,-13.690534446074397,-3.615096973166138,-3.6081106231822675,-8.768266490010072,-11.288403391949878,-13.810900835133758,34.747428372917696,22.701629914759554
208,-5.62086935164546,-10.529644691691148,-12.224609288414403,-8.101978916199947,-10.436358672985786,-8.140890788754739,-9.89184671990834,12.131418969904132,-47.55573239969052
209,-4.086078704584775,-7.58230370992868,-13.878123363642931,-8.389895906639097,0.9009246299682604,-14.598151973577995,-3.3009630448775935,-39.9248317428563,-9.00170261956086
210,-4.724852681988351,-8.775719867692182,-4.56766400763458,-3.619067045429836,-4.735757903583561,-6.690957439156636,-4.025199605267167,-4.665996487586084,41.906941932023834
211,-5.871094459195723,-12.705117807792945,-5.687398040145258,-12.206617679877388,-1.1467474107081088,-11.396778508418546,-1.4320510432106395,-15.38249695368919,7.755637339405054
212,-13.235586258519726,-7.056217368086809,-10.817698922154241,-11.00942877782246,-5.684468752718519,-6.469461790246636,-5.463552133160122,34.28576238875849,30.576009046554482
213,-4.524567586023959,-1.444703113035119,-11.130428898290592,-8.474848676395355,-0.5740829374133969,-11.45420664485229,4.194293567600716,21.239504910485554,15.689987167552033
214,-11.373652959018969,-9.049705617179978,-9.447955461622652,-7.267974327044343,-3.220908261142189,-1.2702103027428349,-10.001729285997323,-2.8678951020090366,14.727403037372012
215,-14.26433818407248,-18.081667767994276,-10.448572548366684,-10.101010152104047,-3.7165490680500772,-6.69314838733994,-10.135812839567635,11.454861581237074,-15.958214977880875
216,-12.817556249694563,-6.100986832343655,-4.9109580583772745,-17.77753529038989,-12.935430416082314,-5.114950731700247,-5.03622825870233,6.594078889606302,46.47716662709217
217,-7.4196300636857995,-5.779113405924825,-11.48324958703538,-9.718919664319236,-15.473583275507451,-6.936368533044164,-8.237388473634647,-8.083254619915383,24.22558842249373
218,-18.207428324182263,-7.685557518223031,-14.790189345065427,-3.2847647742238357,-9.530535444827219,-9.059128572038365,-0.020645366189567364,-3.0214442682642186,22.191539267124497
219,-6.187920397163175,-13.006734396212698,-2.292333205832414,-12.140623647821867,-9.398698801612257,-11.474666777157505,-11.760882998237374,-5.423491195937075,13.38606480360325
220,-7.728433771061627,-14.20018398312704,-9.625209937379994,-10.429687117148193,-5.227385804926619,-4.94357050658634,-18.273195282481115,24.230246696314953,-44.548800044423544
221,-8.833900428735669,-11.491947331935298,-15.515742648576145,-15.536461647385305,-12.89865324008429,-4.81350739320176,-4.974089854326434,15.312076449258319,18.825154542608033
222,-12.49681258385387,-3.4566159679605453,-7.995463429171306,-10.965153272388235,-5.404114828264694,-7.718069967127404,-9.970343506097082,0.11444256028145124,28.91675958473242
223,-15.783198086831492,-5.03504624549724,-10.217565741367883,-2.0254004143967324,-14.437539498763343,-7.047956117513856,-6.615068011618989,26.071180453043905,33.97776046758026
224,-14.465560257275701,-10.138348523437047,-5.536642755641048,-4.066520246176517,-8.798457197331173,-8.526488696776624,-9.174349502241144,0.6603255161153925,5.426687945575679
225,-7.354461577111501,-1.8563918781905135,-9.642537897106084,-8.369575949438351,-8.006768198996678,-8.575467898403998,6.69221009512058,15.191294498506613,-4.440432486104635
226,-2.47518052834028,-13.307811503555248,-7.235646549772901,-7.480433782096141,-3.7404709564642147,-10.867344973050056,1.8357481543113543,-29.78709263056946,42.96485291192135
227,-7.686520212195611,-8.496442348605271,-6.013521647322532,-13.335824803720042,-9.403850957611924,-5.635053809897571,-15.870471695822516,-18.241920518175593,-8.654911972089147
228,-7.372335302980427,-2.3024510998971324,-11.980969837372792,-5.500456264823803,-13.772056778615326,-12.65113607169474,-3.937289441736301,-22.227695414676063,-7.83379477912905
229,-8.348555968780856,-8.233155252842451,-11.394922143143685,-8.03070318566344,-12.33858203700392,-3.2943136056623734,-5.304108399727462,-31.792264030257353,-57.2912713190987
230,-5.1784722476183935,-3.5048773757724883,-11.01845651040507,-13.384325841864257,-7.391738947723556,-13.339560849503815,-13.535484094837047,-12.951532682177586,15.091131301144552
231,1.4761684823884778,-11.814129524355879,-10.297702708626636,-9.219944779698874,-7.950251820042509,-10.594864239463968,4.5630033158398255,21.689537125819182,40.267047511241614
232,-9.782330482134395,-8.680416926292963,-8.872480934964633,-10.51208395730659,-5.123849647043562,-21.361691679370338,-6.6405559290818434,-16.014729604012942,49.21873371370472
233,-2.858914466670187,-8.154541413966621,-8.080357077901226,-9.497174000011192,-8.387196374987548,-9.565829476155045,-10.04717302775326,-18.09729642178935,22.5788340096978
234,-0.010900407162296741,-12.119496814028288,-3.7640747235109444,-9.210031516335857,-19.23868195275729,-2.5380088613621483,-10.437422269868742,-4.3708205772671125,-5.865797432264483
235,-4.3396709793605845,-12.708965801622513,-11.642635778844271,-14.648640167802448,-13.681406495348362,-7.60229967668635,1.4849975459238425,2.955519254453852,-43.135494134698725
236,-1.8514190513637931,-4.006479788938361,-4.224841593559395,-6.503224859578666,-11.566280195987666,-9.437822753171982,0.46843668799842775,12.121622093695754,-21.285932134782875
237,-12.185179791587478,-2.0676639624334303,0.11494881442910025,-14.89013876769828,-12.225298883643717,-9.970398107009565,-10.049134951690645,32.47910915796397,-11.084404127674308
238,-7.4243082125473085,-7.741141915459175,-10.182853816690798,-5.746712502451808,-7.344196380784015,-10.008974613190476,-2.2090838776757495,-20.47361115277396,14.43226316768763
239,-8.865707758928538,-13.899097752102001,-9.736060576197426,-6.108770267994242,-10.823093033238562,-5.640882949300073,-8.598021978447536,-16.253527907182235,27.32822270947464
240,-11.811868666388786,-0.6163350869090979,-5.264479495540353,-3.918184851817981,-12.140724039605614,-3.9425500880073376,-4.460582854389242,30.381702640801006,17.977903734742505
241,-8.248252819577154,-7.915401292335773,-6.535118130938216,-6.936227122964346,-11.43487368256737,-9.426258035207999,-2.9504838686519705,-20.105316200730048,54.10145601917554
242,-12.506507986497219,-8.717302681428825,-9.088405798335979,-6.206691128178177,-5.4136275477468665,-1.650344695796499,-14.495035393760247,-13.513914135640404,-9.605478847713385
243,-14.542279915918744,-2.989780642337566,-11.373407369494428,-11.539248198615214,-7.975953249512842,-11.568481932170535,-13.094337011313632,13.032479479157828,57.254528840657905
244,-1.2394335043745774,-9.729456963034506,-12.631411759196022,-9.121347410161006,-10.178348646865569,-10.576223587351588,-12.25053233619556,42.73125087459763,-9.035801301080438
245,-8.716083905879126,-5.207637308570468,-15.245129615146215,-6.990497627158974,-6.040066831924684,-8.452401695569842,-25.40640853643427,10.928486111690004,0.6121860276635935
246,-5.752510297875692,-4.7175279331801985,-6.826516756759506,-6.656501039665,-7.579180011990851,-15.968205779303617,-17.066628418614528,-19.895359366349705,43.18732397783762
247,-5.1740802370617205,-1.2720072661218342,-14.35200514923061,-11.919300793609667,-3.5949564029814796,-9.758978764156332,-21.93150875535234,33.34386762473444,-15.845934905518353
248,-7.681911275755443,-7.263185906303187,-10.491388884826303,-8.495757095975051,1.8853323029754698,-9.790978750179804,-13.359254118521216,-30.33610542806976,64.75773792915322
249,-3.0588520578798972,-10.285181876976907,-9.537630920695703,-14.020439229723097,-9.90799589118895,-11.388816602081437,-14.57116080390849,20.318297055624093,-28.178786912549068
250,-7.841133108084353,-9.219992609837737,-8.200430702955114,-8.709232345826667,-10.47360630825612,-10.007562484702625,-8.600903744909239,-27.570076508669228,-17.299816608057974
251,-7.232313667434027,-12.986758045479574,-11.910882267594655,-11.18263565517541,-9.752307438722003,-2.8109840082056734,-18.509422604333157,-0.33971116964745934,15.269320492984995
252,-7.027396522800785,-2.055942310677232,-6.738487770403907,-2.6438274248594924,-6.263731536817339,-3.0429248452632542,-13.429649726253402,8.029840332549435,2.1567454905306143
253,-6.501843022080252,-7.577600120484411,-11.304259092882354,-8.005253080407844,-9.210193474385854,-9.211407331578094,0.19167374146870492,14.806846703711912,23.75225050117623
254,-13.175136294751173,-4.049399327968107,-11.917029728784959,-7.348891145905718,-3.09852247549751,-1.6028622587651251,-11.044007412276358,15.581033643207846,-0.8177583609897816
255,-12.74984646621882,0.3085314977538784,-6.549741282204948,-14.528850927226772,-4.55891788854093,-2.9372422435537358,-24.350931389404103,20.9628579827211,13.976145270854861
256,-5.1786313481074995,-8.857242383400898,-8.235243844505469,-15.85341037804953,0.5671897459266748,-15.02929129176576,-0.09434823998412069,-8.25702369224409,-5.723479061476746
257,-8.394167184372117,-8.539174985609739,-4.195253459065848,-4.7790422389423055,-6.850920449150786,-11.108580212309016,-17.241665763911353,20.654077465791193,-29.692580749586234
258,-8.049209917506095,-12.090371905311283,-10.706500788090421,-7.016966740068957,-2.7832085035536616,-12.41501711159044,-16.825083742038714,-2.4306406306777206,-16.35790973722203
259,-6.975956824562529,-8.569834452061164,-7.999087151846431,-9.539017652383304,-15.472108815657993,-7.0270062067738515,-14.409942581385742,-17.940972935777374,-15.903236349456709
260,-10.530685749189837,-3.805384524788721,-5.53699938445204,-9.510490934027649,-11.06005878592867,-8.669401712460756,-20.950120320252033,-8.038132466986378,34.849554597214286
261,-9.458127882383948,-6.193457622223992,-8.815657920972408,-7.204871714263941,1.542483569095871,-7.872527357007759,-17.656889633552474,2.7969339706206306,27.855055404813466
262,-4.500189249003779,-5.842244824622303,-12.067912002744999,-0.9852077518656094,-8.652440834721213,-12.902364221452338,-17.083574237023615,-18.148198761339632,22.335803720959095
263,-11.034445126190866,-12.965211145776083,-9.241768607809256,-12.260650109636853,-14.005747011577073,-7.960183771021709,-28.50835973115895,28.483613788216548,11.026259420927957
264,-8.952906681869571,-10.25887372195671,-12.236244806099066,-14.442212391290274,-6.353934100512977,-5.0091393564162265,-3.385212656411295,-2.4361551408737747,-74.51555801285329
265,-11.747562600508996,-5.958773880980252,-15.071592715291757,-5.354688612249959,-4.249678581287072,-5.238326359321263,-5.847900117516102,1.1472656907993202,32.53402271147124
266,-9.535831505634421,-7.185789551359542,-7.947213513772197,-5.944675864551257,-3.4654165044048715,-8.115148643070837,8.555892238809934,2.3685789217947657,-21.84930900617469
267,-9.382457219617512,-7.617584226978221,-11.342369455515165,-5.943838442007119,-9.03078137680215,-7.2352187242638575,-15.11419967282594,-5.363665172877279,-27.74488547096682
268,-13.018396598925547,-11.800567413254466,-8.0430993436352,-6.168828910626472,-12.18047886299324,-10.666420497245197,-4.325084254082004,-5.436999428327643,49.501072917024224
269,-6.471787554391862,-0.9886316830527192,-7.104069405490055,-10.702330496877533,-3.5451556126824335,-13.17385029932377,1.0959458340170223,16.855839490087128,-54.209697670325035
270,-4.477749119171924,-6.781026944237601,-7.823300951007254,-5.773277434397151,-4.736147151926529,-14.133314451501056,-13.142327276428661,27.805530596548284,13.404843752100504
271,-7.8359345431735,-6.150903262959507,-5.238840818563808,-7.544022193702113,-6.3075256987812285,-9.48928131373755,-14.113788571956288,11.977920870669593,2.3049404685581587
272,-5.27525279289282,-8.774096369494908,-14.749138348906843,-7.89311599765622,-7.287336239913878,-5.444012076863385,-5.2231214162985005,-0.5268533764037858,-43.40015542882345
273,-3.4632631230705253,-10.367038470428922,-15.431917485376216,-11.168904336018809,-3.335941351188699,-12.607344175684869,-7.920909240538369,-4.84423059097645,8.448346295186195
274,-2.624631512344948,-4.938751435575489,-7.129436584724038,-15.977076397076674,-17.41571256091913,-12.98430175607304,-11.273642602561354,6.297852594934935,-12.676579148158567
275,-16.116005066465604,-12.20903189407748,-6.882157670142097,-5.934562251259835,-12.87770885865954,-8.285169537451242,8.34478220226417,12.541187028398042,-57.570980998301394
276,-8.642848531052284,-7.189245725002184,-12.363049437931254,-1.2308113203363922,-5.3215251785445385,-10.323021721010456,-19.810190028102124,27.72628431698003,-58.76338775585298
277,-7.232973120753321,-8.345626170117988,-9.616304724536079,-5.465695023383505,-8.937290715531665,-5.787513749794895,-20.058433149045573,-18.68661761113656,20.154832432608153
278,-4.510668373632029,-7.669267883299094,-5.415181123690381,-9.356349833766298,-14.119138181199478,-3.7301652179199953,-3.260942057548299,19.214777283567326,-6.107608018259722
279,-12.416849180170827,-13.82918730349259,-14.56729776401302,-4.108145425075726,-9.228611496653668,-13.350561167285926,-0.778016823410747,23.954845472114798,96.665370200875
280,-1.0208692003621769,-5.109797460084594,-11.742534838297612,-8.974344167424368,-5.70259116321489,-5.0438399153328195,-2.090801846789241,7.531879650560558,45.966951526622445
281,-6.5215521682326525,-9.274250370458528,-5.7908698337000315,-2.513708213800076,-5.182430718674557,-12.926432946024738,-9.436044028807839,-2.7961393410516138,8.192351971418303
282,-6.88768617176515,-8.938499799678924,-9.554533330944661,-2.840102956575298,-14.805700736722994,-8.103443623984113,-8.23578051676437,1.8074998861569673,-17.94235638227683
283,-13.787953632173666,-5.05071826602536,-10.69832551728316,-7.037055432619438,-7.218895348095384,-9.361258444676416,-10.747495642616588,-7.493929616014303,51.057510387816016
284,-10.524089187258259,-9.800999175923618,-5.185117418220301,-9.778805650107513,-7.826261094501701,-2.862550151687503,-1.379517364748638,19.512055471315453,41.81707840730628
285,-6.620713042192627,-3.182626738774984,-13.455290243067141,-15.40535471574996,-12.16257512816408,-8.58279630866114,-9.087088891483415,15.278200181912261,-21.01846020984013
286,-6.055674790061272,-6.488232745716337,-9.004234932491448,-14.492798603300013,-4.770424843609891,-5.473301805003908,-24.642922122865816,14.189527647921139,40.837159195537744
287,-6.7170066678298,-10.767604483335305,-11.586053304369761,-12.14842648960058,-5.342735471682879,-7.182174552862075,-8.890680847013847,-18.74013499719619,89.57710424937119
288,-9.673105655532291,-12.149534719349818,-7.983295912129301,-10.70817684910779,-7.444344438902736,-7.649691843179861,-13.572717382987742,2.167212580960934,18.45967790566379
289,-5.524282734780498,-5.644431796396127,-8.037566852901257,-4.172331582914108,-5.573734725089125,-11.110188581280305,-11.290346496853214,17.337010358417473,13.659241599731414
290,-7.368271603436439,-10.51385249621905,-15.104081132295518,-6.500255231639929,-5.277433140578169,-14.579704371528425,-21.89168895161949,8.583842228082915,8.213426036821144
291,-7.662105179943879,-3.8741002921212804,-6.8200128011292165,-9.402643883277939,-13.50183535791458,-5.9973947726138945,-0.6887108336773979,-13.162573422597076,-80.17684423955527
292,-6.623004775894312,-15.496067893551402,-5.877357575199945,-4.1457319341379835,-7.331033245293899,-7.190789977023529,8.572838007470228,1.9024673911731007,-11.30960652695695
293,-7.884531300942353,-3.24983114631365,-6.110199233214123,-3.0237108680468143,-3.602817418644668,-7.611409656619255,-15.191442378461726,24.227208523820224,-12.403222321900067
294,-12.113389408885785,-11.491992048920828,-5.5949974222303815,-12.534714780719979,-11.436023725688878,-8.514276132743484,-5.0861072083213275,-4.5122987095195635,4.669226224626026
295,-10.094882267442127,-11.16751927450772,-6.11631623128226,3.1964487831246187,-14.654153365527426,-6.192515149352603,-14.224786010078356,-0.8153535377410025,38.654055222008196
296,-4.601813249279697,-5.299807205665706,-6.967010596795118,-1.6012197043102023,-3.7349195823163606,-5.05054708045242,4.709269602288655,21.354240628362934,56.27929986717306
297,-7.786018815071421,-12.323251462163908,-11.372742563331155,-10.532936609938368,-1.273531816642173,-14.97557298503934,5.63639998826892,29.208362924352883,-51.603032595156755
298,-17.605506366615057,-13.942485571901635,-12.108246922641985,-12.686301910857754,-4.130573121671039,-8.558859899016483,-13.795332812909024,-16.28551300741049,21.442277862708195
299,-4.982536629114832,-11.024363396129262,-3.8668605928393482,-6.361528563091971,-6.221702309373567,-3.4974287202960457,4.045202147829401,6.307856551355577,-2.099116334567549
300,-14.538870121972696,-7.1430042376914535,-4.924249482103785,-11.811941533358914,-4.2884228185176765,-13.432774766044572,5.1933266170385535,-34.006782912015744,-63.91560721729698
301,-12.923976884438243,-18.08015931555786,-9.172817546387725,-6.800009153851906,-9.648420004803707,-8.47148828348612,-25.008667611036525,-27.03253714634342,-17.57332743224828
302,-14.594340000314139,-6.7387425595084745,-1.487333794050211,-8.366977994773361,-14.521640421910273,-8.098025113915192,-9.227109923368545,2.6571343089578825,-69.1966998103718
303,-10.128361307025733,-8.291860973504768,-12.715769971739277,-6.950686930281994,-10.302155643341036,-9.063725889990963,-26.006061813780356,-16.561533890764164,-29.758940288937346
304,-11.629019373994288,-16.041400703895523,-16.412626747158686,-10.576939392850928,-4.578713326453647,-10.081145618068913,2.7899647319804877,-0.7044721368004451,19.29027375339021
305,-3.9583472196193767,-10.26020948986962,-15.23470716223977,-6.359444100798641,-6.8356381997940385,-10.824069384035663,-36.79584526252195,-8.391016767502506,54.97784756033586
306,-4.342249604567815,-9.453771360334695,-10.771178183970632,-11.101426972107909,-12.707609640820664,-8.214719508567592,-14.627408356592767,-28.80677943251224,-17.702679640215756
307,-5.500346055195965,-11.631758585713392,-15.184184551991322,-7.903846669859007,-7.969613914305662,-14.860620866701648,-9.60796826050925,-17.48131852802847,-57.178099735553225
308,-8.266444482094528,-10.673294059915941,-2.0782557244520588,-14.071555732142398,-7.656724783486357,-5.924684800337204,2.819891436626988,13.08393044648581,-21.869073012266142
309,-6.419262939239629,-9.750556702187295,-9.778985030878834,-7.8562991955811645,-8.11228104900986,-10.11109644065615,0.07795574996608003,19.61495301483247,-12.712136505658863
310,-4.487532088672852,-1.3663595773703303,-10.263229807492989,-9.910299959835896,-7.876853656387927,-6.6926503013797465,-16.791619017788133,-5.589965929265522,63.76842249025202
311,-11.88291948217878,-7.109652305969785,-5.9394498779024305,-16.837847380598017,-7.386663916935353,-6.576229999002447,-2.735008180184851,5.1701266423966885,1.330495974984311
312,-7.95922868928002,-10.528303926728421,-5.403583848064764,-4.6381197190337975,-7.514779110393477,-5.211671342032439,-7.6199145645173445,-15.611245076086051,30.270354163274746
313,-1.2960764294762734,-5.46006707531112,-10.01152630345357,-7.063764132134022,-7.9687254309156215,-5.132295066626436,-1.7794675451854505,-18.219112505960094,10.435740265752187
314,-8.679503647707174,-7.9890066440377545,-9.883691284666757,-6.058273243271743,-16.653912663961826,-3.271645862548977,-14.433506078664378,10.250757962176019,28.165356202892305
315,-14.943086131379252,-5.304079942202054,-11.460607253647504,-9.879921339341955,-8.450375266034715,-12.084485899011323,-10.348509365877511,-39.01597818041621,-9.126249015448137
316,-0.9561375542237723,-6.847025846588049,-16.728796044154485,-11.509247534841615,-3.674658113095948,-6.386598205824223,-23.462656112600484,-1.0411004466801153,3.0189700257672722
317,3.9961165977548343,-9.220774855205777,-1.9734694062855183,-8.31296548244465,-9.856202302730011,-5.262541067708314,-13.596605530041499,-4.1731283198682005,19.71337587266558
318,-7.33717534356172,2.8793051471433437,-11.583427026203376,-4.058749702959482,-9.528528420959725,-9.224290007152595,-31.971317263827522,-11.381973310599337,0.28930764145835575
319,-11.229190189463253,-7.494746219028099,-6.9178298943103576,-13.221752840152744,-7.558289451389586,-2.8276623171912147,-7.941944838098374,-6.464760721850344,-93.98251506115339
320,-9.928571726453377,-8.5038299936299,-2.340752465913367,-4.162524218839554,-9.20124488612823,-10.027463946708858,4.083997872504413,-7.436099067155776,8.114388476498652
321,-10.71917010462861,-2.391832659517221,-10.56782671675672,-1.0218286596221349,-8.870672660474451,-7.362783420273293,-11.74248198412466,-0.4844712676817231,42.71448415572311
322,-2.7588102351881028,-12.62955009050111,-6.151296564039613,-12.605951017236666,-3.5375249762684073,-8.858038336785388,-3.7847343707475756,13.283407629333686,18.156846162755418
323,-17.6474160890193,-12.888087762011795,-4.653156036285648,-2.788823126889549,-14.976693589077536,-8.915186671533792,-19.284979485294343,18.938679222404634,40.068037657688954
324,-4.1132543428384345,-14.995816389976152,-10.349328694785276,-5.910920514332079,-2.862941524405512,-5.683571577454327,-25.73464870457599,2.4101158492901256,19.235727680392884
325,-11.59897665646047,-0.918476298690241,-14.207113449415738,-15.137896843615144,-10.626405340315232,-10.205696598232779,-11.346969276348451,-11.340829228862164,-26.08154617264364
326,-6.44520154877782,-0.4475803292717274,-17.795513820885827,-10.180656350217756,-6.234905521730182,-10.703415635468765,2.889746073185378,0.6502136352743335,22.94337459993454
327,-7.481078396707185,-12.057524891334907,-7.0863228720015385,-5.584024106843326,-13.847962999914913,-9.422064602540347,-10.343921944959321,-2.0455013871170045,-24.35382026437585
328,-12.662554893281872,-6.022343765685318,-13.04967223695921,-10.448194396405492,-7.09208007544357,-7.7785392934068645,-11.00024500932769,17.28380829017195,-33.19669039376192
329,-2.2962888610464933,-4.913103561986265,-16.265061893640688,-5.360450369885461,-10.528174469506617,-8.509126628603322,-16.887452832935526,7.340293433806845,29.435475850404977
330,-8.865068497432274,-3.908462294250885,-11.284531024680936,-8.976307706406303,-3.35233269528844,-11.231009382856183,-14.225106851697218,12.04719042605548,-35.230887204452145
331,-6.647611276349038,-13.258172563057773,-16.42087001430977,-11.396775334487181,-3.35862203819272,-10.378563400859319,-11.290822193113858,16.812791432342117,29.933238203010212
332,-3.4381083705501987,-13.15426368538785,-9.12130467078123,-10.246165060552402,-16.041712370284763,-12.628783796928039,-3.1051666314646345,-3.2327726263489325,-16.03161801866513
