date,time_utc,type,source,confidence,note
2010-03-18,2010-03-18T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-04-02,2010-04-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-04-14,2010-04-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-04-28,2010-04-28T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'April 27-28 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-05-07,2010-05-07T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-05-19,2010-05-19T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-06-04,2010-06-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-06-17,2010-06-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-06-23,2010-06-23T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'June 22-23 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-07-02,2010-07-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-07-16,2010-07-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-08-06,2010-08-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-08-10,2010-08-10T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'August 10 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-08-13,2010-08-13T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-09-03,2010-09-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-09-17,2010-09-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-09-21,2010-09-21T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'September 21 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-10-08,2010-10-08T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-10-15,2010-10-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-11-03,2010-11-03T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'November 2-3 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-11-05,2010-11-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-11-17,2010-11-17T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-12-03,2010-12-03T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2010-12-14,2010-12-14T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2010.htm 'December 14 Meeting - 2010' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2010-12-15,2010-12-15T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2010/home.htm table row (08:30 ET)
2011-01-07,2011-01-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-01-14,2011-01-14T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-01-26,2011-01-26T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2011.htm 'January 25-26 Meeting - 2011' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2011-02-04,2011-02-04T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-02-17,2011-02-17T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-03-04,2011-03-04T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-03-15,2011-03-15T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2011.htm 'March 15 Meeting - 2011' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2011-03-17,2011-03-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-04-01,2011-04-01T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-04-15,2011-04-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-04-27,2011-04-27T16:30:00Z,FOMC,verified_web,high,fomchistorical2011.htm 'April 26-27 Meeting - 2011' (heading/doc-name agree); fomcpresconf20110427.htm states the statement was released at 12:30 ET
2011-05-06,2011-05-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-05-13,2011-05-13T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-06-03,2011-06-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-06-15,2011-06-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-06-22,2011-06-22T16:30:00Z,FOMC,verified_web,high,fomchistorical2011.htm 'June 21-22 Meeting - 2011' (heading/doc-name agree); fomcpresconf20110622.htm states the statement was released at 12:30 ET
2011-07-08,2011-07-08T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-07-15,2011-07-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-08-05,2011-08-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-08-09,2011-08-09T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2011.htm 'August 9 Meeting - 2011' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2011-08-18,2011-08-18T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-09-02,2011-09-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-09-15,2011-09-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-09-21,2011-09-21T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2011.htm 'September 20-21 Meeting - 2011' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2011-10-07,2011-10-07T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-10-19,2011-10-19T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-11-02,2011-11-02T16:30:00Z,FOMC,verified_web,high,fomchistorical2011.htm 'November 1-2 Meeting - 2011' (heading/doc-name agree); fomcpresconf20111102.htm states the statement was released at 12:30 ET
2011-11-04,2011-11-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-11-16,2011-11-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-12-02,2011-12-02T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2011-12-13,2011-12-13T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2011.htm 'December 13 Meeting - 2011' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2011-12-16,2011-12-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2011/home.htm table row (08:30 ET)
2012-01-06,2012-01-06T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-01-19,2012-01-19T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-01-25,2012-01-25T17:20:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'January 24-25 Meeting - 2012' (heading/doc-name agree); fomcpresconf20120125.htm states the statement was released at 12:20 ET
2012-02-03,2012-02-03T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-02-17,2012-02-17T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-03-09,2012-03-09T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-03-13,2012-03-13T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2012.htm 'March 13 Meeting - 2012' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2012-03-16,2012-03-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-04-06,2012-04-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-04-13,2012-04-13T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-04-25,2012-04-25T16:35:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'April 24-25 Meeting - 2012' (heading/doc-name agree); fomcpresconf20120425.htm states the statement was released at 12:35 ET
2012-05-04,2012-05-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-05-15,2012-05-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-06-01,2012-06-01T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-06-14,2012-06-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-06-20,2012-06-20T16:35:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'June 19-20 Meeting - 2012' (heading/doc-name agree); fomcpresconf20120620.htm states the statement was released at 12:35 ET
2012-07-06,2012-07-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-07-17,2012-07-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-08-01,2012-08-01T18:15:00Z,FOMC,verified_web,medium,"fomchistorical2012.htm 'July 31-August 1 Meeting - 2012' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2012-08-03,2012-08-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-08-15,2012-08-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-09-07,2012-09-07T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-09-13,2012-09-13T16:35:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'September 12-13 Meeting - 2012' (heading/doc-name agree); fomcpresconf20120913.htm states the statement was released at 12:35 ET
2012-09-14,2012-09-14T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-10-05,2012-10-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-10-16,2012-10-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-10-24,2012-10-24T16:30:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'October 23-24 Meeting - 2012' (heading/doc-name agree); fomcpresconf20121024.htm states the statement was released at 12:30 ET
2012-11-02,2012-11-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-11-15,2012-11-15T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-12-07,2012-12-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2012-12-12,2012-12-12T17:30:00Z,FOMC,verified_web,high,fomchistorical2012.htm 'December 11-12 Meeting - 2012' (heading/doc-name agree); fomcpresconf20121212.htm states the statement was released at 12:30 ET
2012-12-14,2012-12-14T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2012/home.htm table row (08:30 ET)
2013-01-04,2013-01-04T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-01-16,2013-01-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-01-30,2013-01-30T19:15:00Z,FOMC,verified_web,medium,"fomchistorical2013.htm 'January 29-30 Meeting - 2013' (heading/doc-name agree); 14:15 ET for regularly scheduled meetings (press-conference meetings were '1h45m earlier', https://www.federalreserve.gov/newsevents/pressreleases/monetary20110324a.htm)"
2013-02-01,2013-02-01T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-02-21,2013-02-21T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-03-08,2013-03-08T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-03-15,2013-03-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-03-20,2013-03-20T18:00:00Z,FOMC,verified_web,high,fomchistorical2013.htm 'March 19-20 Meeting - 2013' (heading/doc-name agree); fomcpresconf20130320.htm states the statement was released at 14:00 ET
2013-04-05,2013-04-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-04-16,2013-04-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-05-01,2013-05-01T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2013.htm 'April/May 30-1 Meeting - 2013' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2013-05-03,2013-05-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-05-16,2013-05-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-06-07,2013-06-07T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-06-18,2013-06-18T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-06-19,2013-06-19T18:00:00Z,FOMC,verified_web,high,fomchistorical2013.htm 'June 18-19 Meeting - 2013' (heading/doc-name agree); fomcpresconf20130619.htm states the statement was released at 14:00 ET
2013-07-05,2013-07-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-07-16,2013-07-16T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-07-31,2013-07-31T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2013.htm 'July 30-31 Meeting - 2013' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2013-08-02,2013-08-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-08-15,2013-08-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-09-06,2013-09-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-09-17,2013-09-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-09-18,2013-09-18T18:00:00Z,FOMC,verified_web,high,fomchistorical2013.htm 'September 17-18 Meeting - 2013' (heading/doc-name agree); fomcpresconf20130918.htm states the statement was released at 14:00 ET
2013-10-22,2013-10-22T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-10-30,2013-10-30T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-10-30,2013-10-30T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2013.htm 'October 29-30 Meeting - 2013' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2013-11-08,2013-11-08T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-11-20,2013-11-20T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-12-06,2013-12-06T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-12-17,2013-12-17T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2013/home.htm table row (08:30 ET)
2013-12-18,2013-12-18T19:00:00Z,FOMC,verified_web,high,fomchistorical2013.htm 'December 17-18 Meeting - 2013' (heading/doc-name agree); fomcpresconf20131218.htm states the statement was released at 14:00 ET
2014-01-10,2014-01-10T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-01-16,2014-01-16T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-01-29,2014-01-29T19:00:00Z,FOMC,verified_web,medium,"fomchistorical2014.htm 'January 28-29 Meeting - 2014' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2014-02-07,2014-02-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-02-20,2014-02-20T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-03-07,2014-03-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-03-18,2014-03-18T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-03-19,2014-03-19T18:00:00Z,FOMC,verified_web,high,fomchistorical2014.htm 'March 18-19 Meeting - 2014' (heading/doc-name agree); fomcpresconf20140319.htm states the statement was released at 14:00 ET
2014-04-04,2014-04-04T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-04-15,2014-04-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-04-30,2014-04-30T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2014.htm 'April 29-30 Meeting - 2014' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2014-05-02,2014-05-02T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-05-15,2014-05-15T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-06-06,2014-06-06T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-06-17,2014-06-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-06-18,2014-06-18T18:00:00Z,FOMC,verified_web,high,fomchistorical2014.htm 'June 17-18 Meeting - 2014' (heading/doc-name agree); fomcpresconf20140618.htm states the statement was released at 14:00 ET
2014-07-03,2014-07-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-07-22,2014-07-22T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-07-30,2014-07-30T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2014.htm 'July 29-30 Meeting - 2014' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2014-08-01,2014-08-01T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-08-19,2014-08-19T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-09-05,2014-09-05T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-09-17,2014-09-17T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-09-17,2014-09-17T18:00:00Z,FOMC,verified_web,high,fomchistorical2014.htm 'September 16-17 Meeting - 2014' (heading/doc-name agree); fomcpresconf20140917.htm states the statement was released at 14:00 ET
2014-10-03,2014-10-03T12:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-10-22,2014-10-22T12:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-10-29,2014-10-29T18:00:00Z,FOMC,verified_web,medium,"fomchistorical2014.htm 'October 28-29 Meeting - 2014' (heading/doc-name agree); 14:00 ET for all regularly scheduled meetings, announced https://www.federalreserve.gov/newsevents/pressreleases/monetary20130313a.htm"
2014-11-07,2014-11-07T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-11-20,2014-11-20T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-12-05,2014-12-05T13:30:00Z,NFP,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-12-17,2014-12-17T13:30:00Z,CPI,verified_web,high,bls.gov/schedule/2014/home.htm table row (08:30 ET)
2014-12-17,2014-12-17T19:00:00Z,FOMC,verified_web,high,fomchistorical2014.htm 'December 16-17 Meeting - 2014' (heading/doc-name agree); fomcpresconf20141217.htm states the statement was released at 14:00 ET
