費用,c_bp,方策,型,遅れ_秒,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,n,日数,建玉の回数の平均,保有秒の中央値,入らなかった割合,0として含めたか
費用あり(主のc),2.004025,全部順張り,B,1,-2.304079,-2.754045,-1.854112,1.000000,-2.304079,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,全部順張り,B,2,-2.304078,-2.754044,-1.854112,1.000000,-2.304078,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(主のc),2.004025,全部順張り,B,2,-2.304078,-2.754044,-1.854112,1.000000,-2.304078,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(主のc),2.004025,前段の3択(清算),A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,前段の3択(清算),A,0.500000,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,前段の3択(清算),A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,前段の3択(清算),A,1,-2.256121,-2.682108,-1.830133,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,前段の3択(清算),A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,1
費用あり(主のc),2.004025,前段の3択(清算),A,2,-2.256121,-2.682109,-1.830134,1.000000,-2.256121,0.851975,2,2,1.500000,75.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断(清算),A,0.500000,-2.603961,-2.603990,-2.603933,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断(清算),A,0.500000,-2.603961,-2.603990,-2.603933,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断(清算),A,1,-2.603961,-2.603990,-2.603933,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断(清算),A,1,-2.603961,-2.603990,-2.603933,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(主のc),2.004025,完全な判断(清算),A,2,-2.603961,-2.603989,-2.603932,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(主のc),2.004025,完全な判断(清算),A,2,-2.603961,-2.603989,-2.603932,1.000000,-2.603961,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,B,0.500000,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,B,0.500000,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,B,1,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,B,1,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_3択,B,2,-7.245710,-9.207096,-5.284323,1.000000,-7.245710,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_3択,B,2,-7.245710,-9.207096,-5.284323,1.000000,-7.245710,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,A,0.500000,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,A,0.500000,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,A,1,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,A,1,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,A,2,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,A,2,-5.734265,-6.939929,-4.528601,1.000000,-5.734265,2.411328,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,B,0.500000,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561331,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,B,0.500000,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561331,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,B,1,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561331,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,B,1,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561331,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値0.5,B,2,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561330,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値0.5,B,2,-5.884267,-7.164933,-4.603602,1.000000,-5.884267,2.561330,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,B,0.500000,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,B,0.500000,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,B,1,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,B,1,-7.245709,-9.207095,-5.284323,1.000000,-7.245709,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,logistic_2値基準率,B,2,-7.245710,-9.207096,-5.284323,1.000000,-7.245710,3.922773,2,2,2.000000,90.000000,0.000000,1
費用あり(p75),3.922816,logistic_2値基準率,B,2,-7.245710,-9.207096,-5.284323,1.000000,-7.245710,3.922773,2,2,2.000000,90.000000,0.000000,0
費用あり(p75),3.922816,規則,A,0.500000,-6.334144,-7.239868,-5.428420,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,規則,A,0.500000,-6.334144,-7.239868,-5.428420,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,規則,A,1,-6.334144,-7.239868,-5.428420,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,規則,A,1,-6.334144,-7.239868,-5.428420,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,規則,A,2,-6.334144,-7.239868,-5.428419,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,規則,A,2,-6.334144,-7.239868,-5.428419,1.000000,-6.334144,1.811449,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,規則,B,0.500000,-6.484147,-7.464873,-5.503421,1.000000,-6.484147,1.961451,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,規則,B,0.500000,-6.484147,-7.464873,-5.503421,1.000000,-6.484147,1.961451,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,規則,B,1,-6.484147,-7.464873,-5.503421,1.000000,-6.484147,1.961451,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,規則,B,1,-6.484147,-7.464873,-5.503421,1.000000,-6.484147,1.961451,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,規則,B,2,-6.484146,-7.464872,-5.503421,1.000000,-6.484146,1.961451,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,規則,B,2,-6.484146,-7.464872,-5.503421,1.000000,-6.484146,1.961451,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,A,0.500000,-5.434304,-6.489988,-4.378620,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,A,0.500000,-5.434304,-6.489988,-4.378620,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,A,1,-5.434304,-6.489988,-4.378620,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,A,1,-5.434304,-6.489988,-4.378620,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,A,2,-5.434304,-6.489988,-4.378621,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,A,2,-5.434304,-6.489988,-4.378621,1.000000,-5.434304,2.111367,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,B,0.500000,-5.284301,-6.264983,-4.303619,1.000000,-5.284301,1.961365,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,B,0.500000,-5.284301,-6.264983,-4.303619,1.000000,-5.284301,1.961365,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,B,1,-5.284301,-6.264983,-4.303619,1.000000,-5.284301,1.961365,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,B,1,-5.284301,-6.264983,-4.303619,1.000000,-5.284301,1.961365,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,完全な判断,B,2,-5.284302,-6.264984,-4.303619,1.000000,-5.284302,1.961365,2,2,1.500000,90.000000,0.000000,1
費用あり(p75),3.922816,完全な判断,B,2,-5.284302,-6.264984,-4.303619,1.000000,-5.284302,1.961365,2,2,1.500000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,A,0.500000,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,A,0.500000,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,A,1,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,A,1,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,A,2,-3.622763,-4.072729,-3.172797,1.000000,-3.622763,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,A,2,-3.622763,-4.072729,-3.172797,1.000000,-3.622763,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,B,0.500000,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,B,0.500000,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,B,1,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,B,1,-3.622762,-4.072729,-3.172796,1.000000,-3.622762,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部逆張り,B,2,-3.622763,-4.072729,-3.172797,1.000000,-3.622763,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部逆張り,B,2,-3.622763,-4.072729,-3.172797,1.000000,-3.622763,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,A,0.500000,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,A,0.500000,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,A,1,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,A,1,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,A,2,-4.222869,-4.672835,-3.772903,1.000000,-4.222869,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,A,2,-4.222869,-4.672835,-3.772903,1.000000,-4.222869,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,B,0.500000,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,B,0.500000,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,B,1,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,B,1,-4.222870,-4.672836,-3.772903,1.000000,-4.222870,0.899933,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,全部順張り,B,2,-4.222869,-4.672835,-3.772903,1.000000,-4.222869,0.899932,2,2,1.000000,90.000000,0.000000,1
費用あり(p75),3.922816,全部順張り,B,2,-4.222869,-4.672835,-3.772903,1.000000,-4.222869,0.899932,2,2,1.000000,90.000000,0.000000,0
費用あり(p75),3.922816,前段の3択(清算),A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,前段の3択(清算),A,0.500000,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,前段の3択(清算),A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,前段の3択(清算),A,1,-5.134307,-6.039993,-4.228622,1.000000,-5.134307,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,前段の3択(清算),A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,1
費用あり(p75),3.922816,前段の3択(清算),A,2,-5.134308,-6.039993,-4.228623,1.000000,-5.134308,1.811371,2,2,1.500000,75.000000,0.000000,0
費用あり(p75),3.922816,完全な判断(清算),A,0.500000,-4.522752,-4.522781,-4.522724,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(p75),3.922816,完全な判断(清算),A,0.500000,-4.522752,-4.522781,-4.522724,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(p75),3.922816,完全な判断(清算),A,1,-4.522752,-4.522781,-4.522724,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(p75),3.922816,完全な判断(清算),A,1,-4.522752,-4.522781,-4.522724,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,0
費用あり(p75),3.922816,完全な判断(清算),A,2,-4.522752,-4.522780,-4.522723,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,1
費用あり(p75),3.922816,完全な判断(清算),A,2,-4.522752,-4.522780,-4.522723,1.000000,-4.522752,0.000057,2,2,1.000000,60.000000,0.000000,0
