scene_id	target	correctness	reproducibility	detail_1
p2-ms-float-subns	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text-subns	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-int	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-float-held	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p3-clock-timer	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(予定の事象(Schedule.On))は LEAN にあるが書き直していないので結果が無い
p3-notice-accepted	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-rejected	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-filled	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p4-visible-at-step	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History))は LEAN にあるが書き直していないので結果が無い
p4-received-time	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(受け取りの時刻の模型)は LEAN にあるが書き直していないので結果が無い
p4-future-read-attempt	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History)と先読みの止め)は LEAN にあるが書き直していないので結果が無い
p6-place-then-cancel	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-cancel-notice	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-fill-seen-by-strategy	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p7-fill-model-swap	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-latency-model-swap	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-model-swap	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-per-unit	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-account-swap	repro_lean52@minute	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p2-iso-utc	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-iso-offset	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text-subns	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-int	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-float-held	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-float-subns	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-text	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-text-subns	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-int	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-float-held	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-float-subns	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text-subns	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-int	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-float-held	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p3-clock-timer	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(予定の事象(Schedule.On))は LEAN にあるが書き直していないので結果が無い
p3-notice-accepted	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-rejected	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-filled	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p4-visible-at-step	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History))は LEAN にあるが書き直していないので結果が無い
p4-received-time	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(受け取りの時刻の模型)は LEAN にあるが書き直していないので結果が無い
p4-future-read-attempt	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History)と先読みの止め)は LEAN にあるが書き直していないので結果が無い
p6-place-then-cancel	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-cancel-notice	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-fill-seen-by-strategy	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p7-fill-model-swap	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-latency-model-swap	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-model-swap	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-per-unit	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-account-swap	repro_lean52@second	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p2-iso-utc	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-iso-offset	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text-subns	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-int	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-float-held	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-float-subns	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-text	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-text-subns	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-int	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-float-held	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-ms-float-subns	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-text-subns	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-int	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-us-float-held	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p3-clock-timer	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(予定の事象(Schedule.On))は LEAN にあるが書き直していないので結果が無い
p3-notice-accepted	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-rejected	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p3-notice-filled	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文と注文の事象(OnOrderEvent))は LEAN にあるが書き直していないので結果が無い
p4-visible-at-step	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History))は LEAN にあるが書き直していないので結果が無い
p4-received-time	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(受け取りの時刻の模型)は LEAN にあるが書き直していないので結果が無い
p4-future-read-attempt	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(履歴の読み(History)と先読みの止め)は LEAN にあるが書き直していないので結果が無い
p6-place-then-cancel	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-cancel-notice	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p6-fill-seen-by-strategy	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(注文・取消)は LEAN にあるが書き直していないので結果が無い
p7-fill-model-swap	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-latency-model-swap	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-model-swap	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-cost-per-unit	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p7-account-swap	repro_lean52@tick	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(約定・遅延・費用・口座の模型の口)は LEAN にあるが書き直していないので結果が無い
p2-iso-utc	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-iso-offset	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(ISO 8601 の文字列の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-text-subns	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-int	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
p2-s-float-held	repro_lean52@tick+daily:bar	結果なし	結果なし	再現の範囲外: 候補 52 は LEAN のデータの道(型・購読・frontier・同期・Slice・OnData)だけを一次資料どおりに書き直した(opponents/repro_engines/lean52.py)。この場面の機構(単位つきの数の時刻(秒・ミリ秒・マイクロ秒)の読み)は LEAN にあるが書き直していないので結果が無い
