date,time_utc,type,source,confidence,note
2019-10-31,2019-10-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2019-11-01,2019-11-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-11-13,2019-11-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-12-06,2019-12-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-12-11,2019-12-11T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2019 (08:30 ET)"
2019-12-11,2019-12-11T19:00:00Z,FOMC,verified_web,high,"fomchistorical2019.htm; statement release time scraped: 14:00 ET"
2019-12-19,2019-12-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2019 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-01-10,2020-01-10T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-01-14,2020-01-14T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-01-21,2020-01-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-01-29,2020-01-29T19:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-02-07,2020-02-07T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-02-13,2020-02-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-03-03,2020-03-03T15:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 10:00 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2020-03-06,2020-03-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-03-11,2020-03-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-03-15,2020-03-15T21:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 17:00 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]  [WEEKEND RELEASE -- FX liquidity is thin/absent; tick window may be empty or a week-open gap]"
2020-03-16,2020-03-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-03-23,2020-03-23T12:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 08:00 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2020-03-31,2020-03-31T12:30:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 08:30 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2020-04-03,2020-04-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-04-10,2020-04-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-04-27,2020-04-27T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-04-29,2020-04-29T18:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-05-08,2020-05-08T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-05-12,2020-05-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-05-22,2020-05-22T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-06-05,2020-06-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-06-10,2020-06-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-06-10,2020-06-10T18:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-06-16,2020-06-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-07-02,2020-07-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-07-14,2020-07-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-07-15,2020-07-15T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-07-29,2020-07-29T18:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-08-07,2020-08-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-08-12,2020-08-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-08-27,2020-08-27T13:10:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 09:10 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2020-09-04,2020-09-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-09-11,2020-09-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-09-16,2020-09-16T18:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-09-17,2020-09-17T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-10-02,2020-10-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-10-13,2020-10-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-10-29,2020-10-29T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2020-11-05,2020-11-05T19:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-11-06,2020-11-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-11-12,2020-11-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-12-04,2020-12-04T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-12-10,2020-12-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2020 (08:30 ET)"
2020-12-16,2020-12-16T19:00:00Z,FOMC,verified_web,high,"fomchistorical2020.htm; statement release time scraped: 14:00 ET"
2020-12-18,2020-12-18T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2020 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-01-08,2021-01-08T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-01-13,2021-01-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-01-21,2021-01-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-01-27,2021-01-27T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-02-05,2021-02-05T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-02-10,2021-02-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-03-05,2021-03-05T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-03-10,2021-03-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-03-17,2021-03-17T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-03-19,2021-03-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-04-02,2021-04-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-04-13,2021-04-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-04-27,2021-04-27T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-04-28,2021-04-28T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-05-07,2021-05-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-05-12,2021-05-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-06-04,2021-06-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-06-10,2021-06-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-06-16,2021-06-16T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-06-18,2021-06-18T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-07-02,2021-07-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-07-13,2021-07-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-07-16,2021-07-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-07-28,2021-07-28T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-08-06,2021-08-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-08-11,2021-08-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-09-03,2021-09-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-09-14,2021-09-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-09-22,2021-09-22T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-09-22,2021-09-22T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-10-08,2021-10-08T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-10-13,2021-10-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-10-28,2021-10-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2021-11-03,2021-11-03T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-11-05,2021-11-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-11-10,2021-11-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-12-03,2021-12-03T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-12-10,2021-12-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2021 (08:30 ET)"
2021-12-15,2021-12-15T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2021-12-17,2021-12-17T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2021 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-01-07,2022-01-07T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-01-12,2022-01-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-01-18,2022-01-18T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-01-26,2022-01-26T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-02-04,2022-02-04T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-02-10,2022-02-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-03-04,2022-03-04T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-03-10,2022-03-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-03-16,2022-03-16T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-03-18,2022-03-18T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-04-01,2022-04-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-04-12,2022-04-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-04-28,2022-04-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-05-04,2022-05-04T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-05-06,2022-05-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-05-11,2022-05-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-06-03,2022-06-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-06-10,2022-06-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-06-15,2022-06-15T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-06-17,2022-06-17T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-07-08,2022-07-08T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-07-13,2022-07-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-07-21,2022-07-21T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-07-27,2022-07-27T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-08-05,2022-08-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-08-10,2022-08-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-09-02,2022-09-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-09-13,2022-09-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-09-21,2022-09-21T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-09-22,2022-09-22T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-10-07,2022-10-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-10-13,2022-10-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-10-28,2022-10-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2022-11-02,2022-11-02T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-11-04,2022-11-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-11-10,2022-11-10T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-12-02,2022-12-02T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-12-13,2022-12-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2022 (08:30 ET)"
2022-12-14,2022-12-14T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2022-12-20,2022-12-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2022 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-01-06,2023-01-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-01-12,2023-01-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-01-18,2023-01-18T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-02-01,2023-02-01T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-02-03,2023-02-03T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-02-14,2023-02-14T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-03-10,2023-03-10T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-03-10,2023-03-10T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-03-14,2023-03-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-03-22,2023-03-22T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-04-07,2023-04-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-04-12,2023-04-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-04-28,2023-04-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-05-03,2023-05-03T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-05-05,2023-05-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-05-10,2023-05-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-06-02,2023-06-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-06-13,2023-06-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-06-14,2023-06-14T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-06-16,2023-06-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-07-07,2023-07-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-07-12,2023-07-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-07-26,2023-07-26T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-07-28,2023-07-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-08-04,2023-08-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-08-10,2023-08-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-09-01,2023-09-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-09-13,2023-09-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-09-20,2023-09-20T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-09-22,2023-09-22T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-10-06,2023-10-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-10-12,2023-10-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-10-31,2023-10-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2023-11-01,2023-11-01T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-11-03,2023-11-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-11-14,2023-11-14T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-12-08,2023-12-08T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-12-12,2023-12-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2023 (08:30 ET)"
2023-12-13,2023-12-13T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2023-12-19,2023-12-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2023 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-01-05,2024-01-05T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-01-11,2024-01-11T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-01-23,2024-01-23T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-01-31,2024-01-31T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-02-02,2024-02-02T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-02-13,2024-02-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-03-08,2024-03-08T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-03-12,2024-03-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-03-19,2024-03-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-03-20,2024-03-20T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-04-05,2024-04-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-04-10,2024-04-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-04-26,2024-04-26T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-05-01,2024-05-01T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-05-03,2024-05-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-05-15,2024-05-15T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-06-07,2024-06-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-06-12,2024-06-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-06-12,2024-06-12T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-06-14,2024-06-14T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-07-05,2024-07-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-07-11,2024-07-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-07-31,2024-07-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-07-31,2024-07-31T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-08-02,2024-08-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-08-14,2024-08-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-09-06,2024-09-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-09-11,2024-09-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-09-18,2024-09-18T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-09-20,2024-09-20T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-10-04,2024-10-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
