観測量,群,h,n1,n2,実群,対照(i),対照(ii),差(ii),差(i),対照(i)SE,走行,対照(ii)の軸の作り方,t,ブートストラップSE,有限な複製の本数,CI下限,CI上限,MDE(α=0.05/576),MDEとの比較,検出力,バー近傍,隣の分位,判定
reach_back_node_1m,A1_W8h_Q3,1,7062,7039,0.213396,0.194069,0.166075,0.047321,0.019326,0.003141,gap60_w8,own,7.6399,0.006194,2000,0.023011,0.071631,0.027114,≥,,,"Q2:差=0.009799,|t|=4.2748",差あり(+)
reach_back_node_1m,A1_W24h_Q1,1,7073,4474,0.002969,0.000000,0.001341,0.001628,0.002969,0.000000,gap60_w24,own,2.0976,0.000776,2000,-0.001418,0.004674,0.000000,≥,,,"Q2:差=0.014587,|t|=7.3345",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,A1_W24h_Q2,1,7128,6988,0.021886,0.005039,0.007298,0.014587,0.016846,0.000889,gap60_w24,own,7.3345,0.001989,2000,0.006781,0.022393,0.010393,≥,,,"Q1:差=0.001628,|t|=2.0976 Q3:差=0.072263,|t|=10.2179",差あり(+)
reach_back_node_1m,A1_W24h_Q3,1,6997,6979,0.259683,0.203629,0.187419,0.072263,0.056053,0.003438,gap60_w24,own,10.2179,0.007072,2000,0.044506,0.100020,0.032749,≥,,,"Q2:差=0.014587,|t|=7.3345",差あり(+)
reach_back_node_1m,A2_W8h_Q1,1,7066,11286,0.228418,,0.110225,0.118193,,,gap60_w8,partner_sign,21.2931,0.005551,2000,0.096407,0.139978,0.024126,≥,,,"Q2:差=0.006178,|t|=3.3228",差あり(+)
reach_back_node_1m,A2_W8h_Q2,1,7066,4075,0.012312,,0.006135,0.006178,,,gap60_w8,partner_sign,3.3228,0.001859,2000,-0.001119,0.013474,0.005728,≥,,,"Q1:差=0.118193,|t|=21.2931 Q3:差=0.000142,|t|=1.0070",検出されず(MDE = 0.005728 割合)
reach_back_node_1m,A2_W8h_Q3,1,7066,2838,0.000142,,0.000000,0.000142,,,gap60_w8,partner_sign,1.0070,0.000141,2000,-0.000410,0.000693,0.000000,≥,,,"Q2:差=0.006178,|t|=3.3228",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,A2_W24h_Q1,1,7066,9474,0.234786,,0.132046,0.102741,,,gap60_w24,partner_sign,17.2621,0.005952,2000,0.079381,0.126100,0.028104,≥,,,"Q2:差=0.023444,|t|=7.0237",差あり(+)
reach_back_node_1m,A2_W24h_Q2,1,7066,4785,0.047269,,0.023824,0.023444,,,gap60_w24,partner_sign,7.0237,0.003338,2000,0.010344,0.036545,0.011008,≥,,,"Q1:差=0.102741,|t|=17.2621 Q3:差=0.000142,|t|=1.0109",差あり(+)
reach_back_node_1m,A2_W24h_Q3,1,7066,4182,0.000142,,0.000000,0.000142,,,gap60_w24,partner_sign,1.0109,0.000140,2000,-0.000408,0.000691,0.000000,≥,,,"Q2:差=0.023444,|t|=7.0237",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,A3_W8h_Q1,1,7066,10644,0.151429,,0.081548,0.069881,,,gap60_w8,partner_sign,14.5265,0.004811,2000,0.051000,0.088762,0.021910,≥,,,"Q2:差=-0.001534,|t|=0.4095",差あり(+)
reach_back_node_1m,A3_W8h_Q2,1,7066,5041,0.049250,,0.050784,-0.001534,,,gap60_w8,partner_sign,-0.4095,0.003745,2000,-0.016234,0.013166,0.012290,<,,,"Q1:差=0.069881,|t|=14.5265 Q3:差=-0.017485,|t|=2.8063",検出されず(MDE = 0.012290 割合)
reach_back_node_1m,A3_W8h_Q3,1,7066,2514,0.040192,,0.057677,-0.017485,,,gap60_w8,partner_sign,-2.8063,0.006231,2000,-0.041938,0.006969,0.009580,≥,,,"Q2:差=-0.001534,|t|=0.4095",検出されず(MDE = 0.009580 割合)
reach_back_node_1m,A3_W24h_Q1,1,7066,8623,0.135013,,0.083846,0.051167,,,gap60_w24,partner_sign,10.9191,0.004686,2000,0.032776,0.069559,0.022086,≥,,,"Q2:差=0.030609,|t|=6.8132",差あり(+)
reach_back_node_1m,A3_W24h_Q2,1,7066,5688,0.105151,,0.074543,0.030609,,,gap60_w24,partner_sign,6.8132,0.004493,2000,0.012976,0.048241,0.019797,≥,,,"Q1:差=0.051167,|t|=10.9191 Q3:差=-0.010752,|t|=2.1261",差あり(+)
reach_back_node_1m,A3_W24h_Q3,1,7066,4130,0.042032,,0.052785,-0.010752,,,gap60_w24,partner_sign,-2.1261,0.005057,2000,-0.030601,0.009096,0.000000,≥,,,"Q2:差=0.030609,|t|=6.8132",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,A4_W8h_Q1,1,4984,7989,0.158708,,0.084992,0.073716,,,gap60_w8,partner_sign,11.6584,0.006323,2000,0.048900,0.098532,0.024107,≥,,,"Q2:差=0.013274,|t|=3.3964",差あり(+)
reach_back_node_1m,A4_W8h_Q2,1,4983,3004,0.047562,,0.034288,0.013274,,,gap60_w8,partner_sign,3.3964,0.003908,2000,-0.002065,0.028613,0.022242,<,,,"Q1:差=0.073716,|t|=11.6584 Q3:差=-0.002073,|t|=0.5719",検出されず(MDE = 0.022242 割合)
reach_back_node_1m,A4_W8h_Q3,1,4983,1914,0.017259,,0.019331,-0.002073,,,gap60_w8,partner_sign,-0.5719,0.003624,2000,-0.016297,0.012152,0.012985,<,,,"Q2:差=0.013274,|t|=3.3964",検出されず(MDE = 0.012985 割合)
reach_back_node_1m,A4_W24h_Q1,1,4976,6578,0.170016,,0.092885,0.077131,,,gap60_w24,partner_sign,11.9074,0.006478,2000,0.051708,0.102554,0.027994,≥,,,"Q2:差=0.019581,|t|=3.0632",差あり(+)
reach_back_node_1m,A4_W24h_Q2,1,4976,3506,0.090032,,0.070451,0.019581,,,gap60_w24,partner_sign,3.0632,0.006393,2000,-0.005508,0.044671,0.027782,<,,,"Q1:差=0.077131,|t|=11.9074 Q3:差=-0.000171,|t|=0.0704",検出されず(MDE = 0.027782 割合)
reach_back_node_1m,A4_W24h_Q3,1,4976,2851,0.011053,,0.011224,-0.000171,,,gap60_w24,partner_sign,-0.0704,0.002429,2000,-0.009703,0.009361,0.000000,≥,,,"Q2:差=0.019581,|t|=3.0632",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,A5_W8h_Q1,1,4984,7655,0.140048,,0.075114,0.064934,,,gap60_w8,partner_sign,11.2813,0.005756,2000,0.042343,0.087524,0.025070,≥,,,"Q2:差=0.001922,|t|=0.4943",差あり(+)
reach_back_node_1m,A5_W8h_Q2,1,4983,3452,0.043347,,0.041425,0.001922,,,gap60_w8,partner_sign,0.4943,0.003889,2000,-0.013341,0.017185,0.019270,<,,,"Q1:差=0.064934,|t|=11.2813 Q3:差=-0.015975,|t|=1.9555",検出されず(MDE = 0.019270 割合)
reach_back_node_1m,A5_W8h_Q3,1,4983,1800,0.040136,,0.056111,-0.015975,,,gap60_w8,partner_sign,-1.9555,0.008169,2000,-0.048037,0.016088,0.011096,≥,,,"Q2:差=0.001922,|t|=0.4943",検出されず(MDE = 0.011096 割合)
reach_back_node_1m,A5_W24h_Q1,1,4976,6012,0.138264,,0.080838,0.057425,,,gap60_w24,partner_sign,9.2281,0.006223,2000,0.033002,0.081849,0.027438,≥,,,"Q2:差=0.026002,|t|=4.4856",差あり(+)
reach_back_node_1m,A5_W24h_Q2,1,4976,3991,0.095659,,0.069657,0.026002,,,gap60_w24,partner_sign,4.4856,0.005797,2000,0.003251,0.048754,0.023396,≥,,,"Q1:差=0.057425,|t|=9.2281 Q3:差=-0.005796,|t|=1.2327",差あり(+)
reach_back_node_1m,A5_W24h_Q3,1,4976,2932,0.037178,,0.042974,-0.005796,,,gap60_w24,partner_sign,-1.2327,0.004702,2000,-0.024249,0.012658,0.000000,≥,,,"Q2:差=0.026002,|t|=4.4856",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,E_W8h_Q1,1,4384,3099,0.042655,,0.043240,-0.000585,,,gap60_w8,inherit,-0.1083,0.005401,2000,-0.021782,0.020612,0.014107,<,,,"Q2:差=0.002495,|t|=0.8301",検出されず(MDE = 0.014107 割合)
reach_back_node_1m,E_W8h_Q2,1,4383,3788,0.032854,,0.030359,0.002495,,,gap60_w8,inherit,0.8301,0.003006,2000,-0.009302,0.014292,0.016408,<,,,"Q1:差=-0.000585,|t|=0.1083 Q3:差=0.043535,|t|=7.3731",検出されず(MDE = 0.016408 割合)
reach_back_node_1m,E_W8h_Q3,1,4384,4325,0.130703,,0.087168,0.043535,,,gap60_w8,inherit,7.3731,0.005905,2000,0.020361,0.066709,0.027188,≥,,,"Q2:差=0.002495,|t|=0.8301",差あり(+)
reach_back_node_1m,E_W24h_Q1,1,3882,2621,0.034003,,0.040443,-0.006439,,,gap60_w24,inherit,-1.1742,0.005484,2000,-0.027963,0.015084,0.000000,≥,,,"Q2:差=0.011378,|t|=2.9043",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,E_W24h_Q2,1,3882,3372,0.065945,,0.054567,0.011378,,,gap60_w24,inherit,2.9043,0.003918,2000,-0.003998,0.026755,0.000000,≥,,,"Q1:差=-0.006439,|t|=1.1742 Q3:差=0.063956,|t|=9.1927",検出されず(MDE = 0.000000 割合)
reach_back_node_1m,E_W24h_Q3,1,3882,3814,0.148120,,0.084164,0.063956,,,gap60_w24,inherit,9.1927,0.006957,2000,0.036650,0.091262,0.035809,≥,,,"Q2:差=0.011378,|t|=2.9043",差あり(+)
reach_back_node_1m,B1_Q1,1,12029,11000,0.096683,,0.077091,0.019592,,,gap60_w8,inherit,6.5162,0.003007,2000,0.007792,0.031393,0.016117,≥,,,"Q2:差=0.015603,|t|=2.8598",差あり(+)
reach_back_node_1m,B1_Q2,1,3906,3301,0.083461,,0.067858,0.015603,,,gap60_w8,inherit,2.8598,0.005456,2000,-0.005811,0.037017,0.017695,<,,,"Q1:差=0.019592,|t|=6.5162 Q3:差=-0.010068,|t|=2.1975",検出されず(MDE = 0.017695 割合)
reach_back_node_1m,B1_Q3,1,5263,3898,0.040471,,0.050539,-0.010068,,,gap60_w8,inherit,-2.1975,0.004581,2000,-0.028048,0.007913,0.012520,<,,,"Q2:差=0.015603,|t|=2.8598",検出されず(MDE = 0.012520 割合)
reach_back_node_1m,B2_Q1,1,7222,6536,0.090695,,0.071909,0.018786,,,gap60_w8,inherit,4.9764,0.003775,2000,0.003970,0.033602,0.020973,<,,,"Q2:差=0.009228,|t|=2.1862",差あり(+)
reach_back_node_1m,B2_Q2,1,6932,6039,0.080929,,0.071701,0.009228,,,gap60_w8,inherit,2.1862,0.004221,2000,-0.007339,0.025796,0.017362,<,,,"Q1:差=0.018786,|t|=4.9764 Q3:差=0.003917,|t|=0.9477",検出されず(MDE = 0.017362 割合)
reach_back_node_1m,B2_Q3,1,7044,5624,0.068995,,0.065078,0.003917,,,gap60_w8,inherit,0.9477,0.004133,2000,-0.012304,0.020137,0.013750,<,,,"Q2:差=0.009228,|t|=2.1862",検出されず(MDE = 0.013750 割合)
reach_back_node_1m,D_Q1,1,5048,4101,0.084984,0.154802,0.069495,0.015489,-0.069818,0.005438,gap60_w8,own,2.6386,0.005870,2000,-0.007550,0.038528,0.024076,<,,,"Q2:差=0.007429,|t|=1.5696",検出されず(MDE = 0.024076 割合)
reach_back_node_1m,D_Q2,1,5047,4910,0.062215,0.120056,0.054786,0.007429,-0.057841,0.004048,gap60_w8,own,1.5696,0.004733,2000,-0.011148,0.026006,0.018011,<,,,"Q1:差=0.015489,|t|=2.6386 Q3:差=0.009134,|t|=1.5716",検出されず(MDE = 0.018011 割合)
reach_back_node_1m,D_Q3,1,5048,4064,0.075079,0.147133,0.065945,0.009134,-0.072054,0.005355,gap60_w8,own,1.5716,0.005812,2000,-0.013677,0.031946,0.020509,<,,,"Q2:差=0.007429,|t|=1.5696",検出されず(MDE = 0.020509 割合)
reach_back_node_1m,C_SELL,1,12097,10643,0.089940,,0.074697,0.015243,,,gap60_w8,inherit,4.4569,0.003420,2000,0.001820,0.028665,0.014821,≥,,,,差あり(+)
reach_back_node_1m,C_BUY,1,9101,7556,0.067465,,0.062732,0.004734,,,gap60_w8,inherit,1.5266,0.003101,2000,-0.007436,0.016903,0.014487,<,,,,検出されず(MDE = 0.014487 割合)
reach_back_node_5m,全体,5,21198,18199,0.170252,0.297409,0.161547,0.008705,-0.127157,0.003126,gap60_w8,own,2.3859,0.003648,2000,-0.005614,0.023023,0.016328,<,,,,検出されず(MDE = 0.016328 割合)
reach_back_node_5m,A1_W8h_Q1,5,7150,4297,0.030210,0.017682,0.026065,0.004145,0.012528,0.005847,gap60_w8,own,1.1354,0.003651,2000,-0.010183,0.018473,0.015112,<,,,"Q2:差=0.027055,|t|=5.2283",検出されず(MDE = 0.015112 割合)
reach_back_node_5m,A1_W8h_Q2,5,6986,6863,0.092041,0.053796,0.064986,0.027055,0.038246,0.003185,gap60_w8,own,5.2283,0.005175,2000,0.006745,0.047365,0.023866,≥,,,"Q1:差=0.004145,|t|=1.1354 Q3:差=0.051008,|t|=6.5022",差あり(+)
reach_back_node_5m,A1_W8h_Q3,5,7062,7039,0.389408,0.383533,0.338400,0.051008,0.005875,0.003862,gap60_w8,own,6.5022,0.007845,2000,0.020219,0.081796,0.036014,≥,,,"Q2:差=0.027055,|t|=5.2283",差あり(+)
reach_back_node_5m,A1_W24h_Q1,5,7073,4474,0.014421,0.004591,0.008046,0.006375,0.009830,0.001871,gap60_w24,own,2.8900,0.002206,2000,-0.002282,0.015031,0.018046,<,,,"Q2:差=0.039235,|t|=8.8028",検出されず(MDE = 0.018046 割合)
reach_back_node_5m,A1_W24h_Q2,5,7128,6988,0.084456,0.033228,0.045220,0.039235,0.051227,0.002249,gap60_w24,own,8.8028,0.004457,2000,0.021742,0.056729,0.020189,≥,,,"Q1:差=0.006375,|t|=2.8900 Q3:差=0.079968,|t|=9.0533",差あり(+)
reach_back_node_5m,A1_W24h_Q3,5,6997,6979,0.439045,0.391954,0.359077,0.079968,0.047091,0.004168,gap60_w24,own,9.0533,0.008833,2000,0.045300,0.114636,0.036860,≥,,,"Q2:差=0.039235,|t|=8.8028",差あり(+)
reach_back_node_5m,A2_W8h_Q1,5,7066,11286,0.412680,,0.242690,0.169990,,,gap60_w8,partner_sign,21.9256,0.007753,2000,0.139561,0.200420,0.033136,≥,,,"Q2:差=0.039797,|t|=7.2298",差あり(+)
reach_back_node_5m,A2_W8h_Q2,5,7066,4075,0.088876,,0.049080,0.039797,,,gap60_w8,partner_sign,7.2298,0.005505,2000,0.018193,0.061401,0.013354,≥,,,"Q1:差=0.169990,|t|=21.9256 Q3:差=0.008847,|t|=5.8909",差あり(+)
reach_back_node_5m,A2_W8h_Q3,5,7066,2838,0.009199,,0.000352,0.008847,,,gap60_w8,partner_sign,5.8909,0.001502,2000,0.002953,0.014741,0.000000,≥,,,"Q2:差=0.039797,|t|=7.2298",差あり(+)
reach_back_node_5m,A2_W24h_Q1,5,7066,9474,0.363147,,0.242136,0.121011,,,gap60_w24,partner_sign,17.3240,0.006985,2000,0.093596,0.148426,0.033016,≥,,,"Q2:差=0.049270,|t|=7.3469",差あり(+)
reach_back_node_5m,A2_W24h_Q2,5,7066,4785,0.167138,,0.117868,0.049270,,,gap60_w24,partner_sign,7.3469,0.006706,2000,0.022950,0.075591,0.023273,≥,,,"Q1:差=0.121011,|t|=17.3240 Q3:差=0.004104,|t|=5.2356",差あり(+)
reach_back_node_5m,A2_W24h_Q3,5,7066,4182,0.004104,,0.000000,0.004104,,,gap60_w24,partner_sign,5.2356,0.000784,2000,0.001028,0.007181,0.000000,≥,,,"Q2:差=0.049270,|t|=7.3469",差あり(+)
reach_back_node_5m,A3_W8h_Q1,5,7066,10644,0.295924,,0.183672,0.112253,,,gap60_w8,partner_sign,15.8093,0.007100,2000,0.084385,0.140120,0.031486,≥,,,"Q2:差=-0.006129,|t|=0.9942",差あり(+)
reach_back_node_5m,A3_W8h_Q2,5,7066,5041,0.122417,,0.128546,-0.006129,,,gap60_w8,partner_sign,-0.9942,0.006164,2000,-0.030323,0.018066,0.021874,<,,,"Q1:差=0.112253,|t|=15.8093 Q3:差=-0.041635,|t|=4.5093",検出されず(MDE = 0.021874 割合)
reach_back_node_5m,A3_W8h_Q3,5,7066,2514,0.092414,,0.134049,-0.041635,,,gap60_w8,partner_sign,-4.5093,0.009233,2000,-0.077873,-0.005397,0.009580,≥,,,"Q2:差=-0.006129,|t|=0.9942",差あり(−)
reach_back_node_5m,A3_W24h_Q1,5,7066,8623,0.247665,,0.177664,0.070000,,,gap60_w24,partner_sign,10.7900,0.006488,2000,0.044538,0.095463,0.029700,≥,,,"Q2:差=0.042721,|t|=6.4569",差あり(+)
reach_back_node_5m,A3_W24h_Q2,5,7066,5688,0.198840,,0.156118,0.042721,,,gap60_w24,partner_sign,6.4569,0.006616,2000,0.016753,0.068689,0.026244,≥,,,"Q1:差=0.070000,|t|=10.7900 Q3:差=-0.018168,|t|=2.3566",差あり(+)
reach_back_node_5m,A3_W24h_Q3,5,7066,4130,0.087886,,0.106053,-0.018168,,,gap60_w24,partner_sign,-2.3566,0.007709,2000,-0.048424,0.012089,0.000000,≥,,,"Q2:差=0.042721,|t|=6.4569",検出されず(MDE = 0.000000 割合)
reach_back_node_5m,A4_W8h_Q1,5,4984,7989,0.304173,,0.192515,0.111659,,,gap60_w8,partner_sign,13.5015,0.008270,2000,0.079200,0.144117,0.035963,≥,,,"Q2:差=0.023029,|t|=3.1035",差あり(+)
reach_back_node_5m,A4_W8h_Q2,5,4983,3004,0.125226,,0.102197,0.023029,,,gap60_w8,partner_sign,3.1035,0.007420,2000,-0.006094,0.052152,0.032249,<,,,"Q1:差=0.111659,|t|=13.5015 Q3:差=-0.002682,|t|=0.3979",検出されず(MDE = 0.032249 割合)
reach_back_node_5m,A4_W8h_Q3,5,4983,1914,0.052177,,0.054859,-0.002682,,,gap60_w8,partner_sign,-0.3979,0.006740,2000,-0.029133,0.023770,0.034500,<,,,"Q2:差=0.023029,|t|=3.1035",検出されず(MDE = 0.034500 割合)
reach_back_node_5m,A4_W24h_Q1,5,4976,6578,0.297629,,0.196412,0.101216,,,gap60_w24,partner_sign,12.3433,0.008200,2000,0.069033,0.133400,0.036260,≥,,,"Q2:差=0.034827,|t|=3.4863",差あり(+)
reach_back_node_5m,A4_W24h_Q2,5,4976,3506,0.193127,,0.158300,0.034827,,,gap60_w24,partner_sign,3.4863,0.009990,2000,-0.004380,0.074034,0.033035,≥,,,"Q1:差=0.101216,|t|=12.3433 Q3:差=-0.001518,|t|=0.3287",検出されず(MDE = 0.033035 割合)
reach_back_node_5m,A4_W24h_Q3,5,4976,2851,0.032154,,0.033672,-0.001518,,,gap60_w24,partner_sign,-0.3287,0.004618,2000,-0.019645,0.016608,0.000000,≥,,,"Q2:差=0.034827,|t|=3.4863",検出されず(MDE = 0.000000 割合)
reach_back_node_5m,A5_W8h_Q1,5,4984,7655,0.280899,,0.175049,0.105850,,,gap60_w8,partner_sign,12.7857,0.008279,2000,0.073357,0.138342,0.037453,≥,,,"Q2:差=-0.000889,|t|=0.1244",差あり(+)
reach_back_node_5m,A5_W8h_Q2,5,4983,3452,0.107164,,0.108053,-0.000889,,,gap60_w8,partner_sign,-0.1244,0.007147,2000,-0.028939,0.027162,0.027131,<,,,"Q1:差=0.105850,|t|=12.7857 Q3:差=-0.038149,|t|=3.1093",検出されず(MDE = 0.027131 割合)
reach_back_node_5m,A5_W8h_Q3,5,4983,1800,0.093518,,0.131667,-0.038149,,,gap60_w8,partner_sign,-3.1093,0.012269,2000,-0.086304,0.010006,0.011096,≥,,,"Q2:差=-0.000889,|t|=0.1244",検出されず(MDE = 0.011096 割合)
reach_back_node_5m,A5_W24h_Q1,5,4976,6012,0.254019,,0.178476,0.075543,,,gap60_w24,partner_sign,8.6012,0.008783,2000,0.041072,0.110014,0.035512,≥,,,"Q2:差=0.033696,|t|=4.0647",差あり(+)
reach_back_node_5m,A5_W24h_Q2,5,4976,3991,0.184285,,0.150589,0.033696,,,gap60_w24,partner_sign,4.0647,0.008290,2000,0.001160,0.066232,0.030080,≥,,,"Q1:差=0.075543,|t|=8.6012 Q3:差=-0.007140,|t|=0.8947",差あり(+)
reach_back_node_5m,A5_W24h_Q3,5,4976,2932,0.084606,,0.091746,-0.007140,,,gap60_w24,partner_sign,-0.8947,0.007981,2000,-0.038463,0.024183,0.000000,≥,,,"Q2:差=0.033696,|t|=4.0647",検出されず(MDE = 0.000000 割合)
reach_back_node_5m,E_W8h_Q1,5,4384,3099,0.096487,,0.117135,-0.020647,,,gap60_w8,inherit,-2.4484,0.008433,2000,-0.053745,0.012450,0.022447,<,,,"Q2:差=-0.003260,|t|=0.5506",検出されず(MDE = 0.022447 割合)
reach_back_node_5m,E_W8h_Q2,5,4383,3788,0.089665,,0.092925,-0.003260,,,gap60_w8,inherit,-0.5506,0.005922,2000,-0.026503,0.019982,0.022838,<,,,"Q1:差=-0.020647,|t|=2.4484 Q3:差=0.063689,|t|=7.7189",検出されず(MDE = 0.022838 割合)
reach_back_node_5m,E_W8h_Q3,5,4384,4325,0.263458,,0.199769,0.063689,,,gap60_w8,inherit,7.7189,0.008251,2000,0.031305,0.096073,0.043336,≥,,,"Q2:差=-0.003260,|t|=0.5506",差あり(+)
reach_back_node_5m,E_W24h_Q1,5,3882,2621,0.078310,,0.094620,-0.016310,,,gap60_w24,inherit,-1.8655,0.008743,2000,-0.050625,0.018004,0.000000,≥,,,"Q2:差=0.017841,|t|=2.6222",検出されず(MDE = 0.000000 割合)
reach_back_node_5m,E_W24h_Q2,5,3882,3372,0.134982,,0.117141,0.017841,,,gap60_w24,inherit,2.6222,0.006804,2000,-0.008863,0.044544,0.013442,≥,,,"Q1:差=-0.016310,|t|=1.8655 Q3:差=0.081020,|t|=8.5425",検出されず(MDE = 0.013442 割合)
reach_back_node_5m,E_W24h_Q3,5,3882,3814,0.279238,,0.198217,0.081020,,,gap60_w24,inherit,8.5425,0.009484,2000,0.043796,0.118245,0.044252,≥,,,"Q2:差=0.017841,|t|=2.6222",差あり(+)
reach_back_node_5m,B1_Q1,5,12029,11000,0.197855,,0.179000,0.018855,,,gap60_w8,inherit,4.2276,0.004460,2000,0.001350,0.036360,0.023729,<,,,"Q2:差=0.022477,|t|=2.8528",差あり(+)
reach_back_node_5m,B1_Q2,5,3906,3301,0.178187,,0.155710,0.022477,,,gap60_w8,inherit,2.8528,0.007879,2000,-0.008446,0.053400,0.029837,<,,,"Q1:差=0.018855,|t|=4.2276 Q3:差=-0.015967,|t|=2.5306",検出されず(MDE = 0.029837 割合)
reach_back_node_5m,B1_Q3,5,5263,3898,0.101273,,0.117240,-0.015967,,,gap60_w8,inherit,-2.5306,0.006309,2000,-0.040729,0.008796,0.026807,<,,,"Q2:差=0.022477,|t|=2.8528",検出されず(MDE = 0.026807 割合)
reach_back_node_5m,B2_Q1,5,7222,6536,0.186236,,0.174725,0.011512,,,gap60_w8,inherit,2.0204,0.005698,2000,-0.010851,0.033874,0.026783,<,,,"Q2:差=0.016425,|t|=2.6795",検出されず(MDE = 0.026783 割合)
reach_back_node_5m,B2_Q2,5,6932,6039,0.176717,,0.160291,0.016425,,,gap60_w8,inherit,2.6795,0.006130,2000,-0.007633,0.040484,0.032581,<,,,"Q1:差=0.011512,|t|=2.0204 Q3:差=-0.000080,|t|=0.0141",検出されず(MDE = 0.032581 割合)
reach_back_node_5m,B2_Q3,5,7044,5624,0.147501,,0.147582,-0.000080,,,gap60_w8,inherit,-0.0141,0.005704,2000,-0.022469,0.022309,0.024778,<,,,"Q2:差=0.016425,|t|=2.6795",検出されず(MDE = 0.024778 割合)
reach_back_node_5m,D_Q1,5,5048,4101,0.173534,0.302373,0.164350,0.009184,-0.128839,0.006905,gap60_w8,own,0.9577,0.009589,2000,-0.028451,0.046819,0.038463,<,,,"Q2:差=0.010826,|t|=1.4184",検出されず(MDE = 0.038463 割合)
reach_back_node_5m,D_Q2,5,5047,4910,0.144839,0.266325,0.134012,0.010826,-0.121487,0.005506,gap60_w8,own,1.4184,0.007633,2000,-0.019130,0.040783,0.031650,<,,,"Q1:差=0.009184,|t|=0.9577 Q3:差=0.005194,|t|=0.5749",検出されず(MDE = 0.031650 割合)
reach_back_node_5m,D_Q3,5,5048,4064,0.160460,0.302719,0.155266,0.005194,-0.142259,0.006945,gap60_w8,own,0.5749,0.009034,2000,-0.030265,0.040652,0.030851,<,,,"Q2:差=0.010826,|t|=1.4184",検出されず(MDE = 0.030851 割合)
reach_back_node_5m,C_SELL,5,12097,10643,0.187732,,0.170629,0.017104,,,gap60_w8,inherit,3.4536,0.004952,2000,-0.002333,0.036541,0.022556,<,,,,検出されず(MDE = 0.022556 割合)
reach_back_node_5m,C_BUY,5,9101,7556,0.147017,,0.148756,-0.001739,,,gap60_w8,inherit,-0.3341,0.005205,2000,-0.022169,0.018690,0.023606,<,,,,検出されず(MDE = 0.023606 割合)
reach_back_node_15m,全体,15,21198,18199,0.272903,0.431518,0.273586,-0.000683,-0.158615,0.003388,gap60_w8,own,-0.1341,0.005096,2000,-0.020684,0.019317,0.020689,<,,,,検出されず(MDE = 0.020689 割合)
reach_back_node_15m,A1_W8h_Q1,15,7150,4297,0.091469,0.080550,0.084478,0.006991,0.010918,0.012074,gap60_w8,own,0.9255,0.007554,2000,-0.022657,0.036639,0.025759,<,,,"Q2:差=0.030369,|t|=3.6710",検出されず(MDE = 0.025759 割合)
reach_back_node_15m,A1_W8h_Q2,15,6986,6863,0.199828,0.142259,0.169459,0.030369,0.057569,0.004931,gap60_w8,own,3.6710,0.008273,2000,-0.002100,0.062837,0.032347,<,,,"Q1:差=0.006991,|t|=0.9255 Q3:差=0.038334,|t|=4.8628",検出されず(MDE = 0.032347 割合)
reach_back_node_15m,A1_W8h_Q3,15,7062,7039,0.528887,0.534385,0.490553,0.038334,-0.005498,0.003962,gap60_w8,own,4.8628,0.007883,2000,0.007395,0.069274,0.039984,<,,,"Q2:差=0.030369,|t|=3.6710",差あり(+)
reach_back_node_15m,A1_W24h_Q1,15,7073,4474,0.051463,0.018363,0.038891,0.012572,0.033101,0.003715,gap60_w24,own,2.4801,0.005069,2000,-0.007324,0.032467,0.025854,<,,,"Q2:差=0.049205,|t|=7.2310",検出されず(MDE = 0.025854 割合)
reach_back_node_15m,A1_W24h_Q2,15,7128,6988,0.172559,0.097323,0.123354,0.049205,0.075236,0.003720,gap60_w24,own,7.2310,0.006805,2000,0.022498,0.075911,0.030462,≥,,,"Q1:差=0.012572,|t|=2.4801 Q3:差=0.063014,|t|=6.4642",差あり(+)
reach_back_node_15m,A1_W24h_Q3,15,6997,6979,0.567958,0.534145,0.504943,0.063014,0.033813,0.004259,gap60_w24,own,6.4642,0.009748,2000,0.024755,0.101274,0.039382,≥,,,"Q2:差=0.049205,|t|=7.2310",差あり(+)
reach_back_node_15m,A2_W8h_Q1,15,7066,11286,0.546986,,0.377813,0.169172,,,gap60_w8,partner_sign,18.5103,0.009139,2000,0.133302,0.205042,0.035629,≥,,,"Q2:差=0.067596,|t|=7.4868",差あり(+)
reach_back_node_15m,A2_W8h_Q2,15,7066,4075,0.230541,,0.162945,0.067596,,,gap60_w8,partner_sign,7.4868,0.009029,2000,0.032160,0.103031,0.025224,≥,,,"Q1:差=0.169172,|t|=18.5103 Q3:差=0.023213,|t|=5.6166",差あり(+)
reach_back_node_15m,A2_W8h_Q3,15,7066,2838,0.041183,,0.017970,0.023213,,,gap60_w8,partner_sign,5.6166,0.004133,2000,0.006992,0.039434,0.019054,≥,,,"Q2:差=0.067596,|t|=7.4868",差あり(+)
