費用,c_bp,方策,型,遅れ_秒,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,n,日数,建玉の回数の平均,保有秒の中央値,入らなかった割合,0として含めたか
費用あり(p75),3.717097,logistic_3択,B,2,-3.216559,-7.593060,1.595496,0.686813,-2.984613,1.056239,182,117,1.095000,60.000000,0.090000,0
費用あり(p75),3.717097,logistic_2値0.5,A,0.500000,-3.717097,-9.060607,1.772806,0.715000,-3.274501,0.935848,200,122,1.035000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,A,0.500000,-3.717097,-9.060607,1.772806,0.715000,-3.274501,0.935848,200,122,1.035000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値0.5,A,1,-3.740767,-8.906977,1.177737,0.705000,-3.348494,0.924731,200,122,1.035000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,A,1,-3.740767,-8.906977,1.177737,0.705000,-3.348494,0.924731,200,122,1.035000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値0.5,A,2,-3.729067,-7.880367,1.011351,0.705000,-3.036538,0.957993,200,122,1.035000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,A,2,-3.729067,-7.880367,1.011351,0.705000,-3.036538,0.957993,200,122,1.035000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値0.5,B,0.500000,-3.692985,-9.108666,1.634784,0.710000,-3.366832,0.987880,200,122,1.085000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,B,0.500000,-3.692985,-9.108666,1.634784,0.710000,-3.366832,0.987880,200,122,1.085000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値0.5,B,1,-3.739216,-9.060607,1.082608,0.705000,-3.481003,0.958561,200,122,1.085000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,B,1,-3.739216,-9.060607,1.082608,0.705000,-3.481003,0.958561,200,122,1.085000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値0.5,B,2,-3.729067,-8.361526,1.011351,0.705000,-3.174568,0.980129,200,122,1.085000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値0.5,B,2,-3.729067,-8.361526,1.011351,0.705000,-3.174568,0.980129,200,122,1.085000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,A,0.500000,-3.372517,-8.265690,1.694792,0.695000,-3.878489,0.940638,200,122,1.130000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,A,0.500000,-3.372517,-8.265690,1.694792,0.695000,-3.878489,0.940638,200,122,1.130000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,A,1,-3.216559,-7.745769,1.529207,0.680000,-3.510128,0.856860,200,122,1.130000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,A,1,-3.216559,-7.745769,1.529207,0.680000,-3.510128,0.856860,200,122,1.130000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,A,2,-3.322338,-7.153580,1.560794,0.680000,-3.135196,0.807254,200,122,1.130000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,A,2,-3.322338,-7.153580,1.560794,0.680000,-3.135196,0.807254,200,122,1.130000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,B,0.500000,-3.421224,-8.906745,1.098136,0.725000,-5.147119,1.326098,200,122,1.250000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,B,0.500000,-3.421224,-8.906745,1.098136,0.725000,-5.147119,1.326098,200,122,1.250000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,B,1,-3.717097,-8.565237,1.318139,0.695000,-4.346864,1.062252,200,122,1.250000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,B,1,-3.717097,-8.565237,1.318139,0.695000,-4.346864,1.062252,200,122,1.250000,60.000000,0.000000,0
費用あり(p75),3.717097,logistic_2値基準率,B,2,-3.687918,-7.971061,1.245441,0.700000,-3.917801,0.930520,200,122,1.250000,60.000000,0.000000,1
費用あり(p75),3.717097,logistic_2値基準率,B,2,-3.687918,-7.971061,1.245441,0.700000,-3.917801,0.930520,200,122,1.250000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,A,0.500000,-3.889804,-9.538395,0.011442,0.750000,-4.962866,1.224670,200,122,1.225000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,A,0.500000,-3.889804,-9.538395,0.011442,0.750000,-4.962866,1.224670,200,122,1.225000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,A,1,-4.201859,-9.254692,0.011442,0.750000,-4.748655,1.181787,200,122,1.225000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,A,1,-4.201859,-9.254692,0.011442,0.750000,-4.748655,1.181787,200,122,1.225000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,A,2,-3.809780,-8.426934,-0.199355,0.760000,-4.601914,1.144310,200,122,1.225000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,A,2,-3.809780,-8.426934,-0.199355,0.760000,-4.601914,1.144310,200,122,1.225000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,B,0.500000,-3.976674,-10.740983,1.193317,0.730000,-4.925955,1.234228,200,122,1.390000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,B,0.500000,-3.976674,-10.740983,1.193317,0.730000,-4.925955,1.234228,200,122,1.390000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,B,1,-4.180362,-10.586344,0.600887,0.725000,-5.054603,1.195346,200,122,1.390000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,B,1,-4.180362,-10.586344,0.600887,0.725000,-5.054603,1.195346,200,122,1.390000,60.000000,0.000000,0
費用あり(p75),3.717097,規則,B,2,-4.290255,-10.550959,0.138846,0.735000,-5.040932,1.188993,200,122,1.390000,60.000000,0.000000,1
費用あり(p75),3.717097,規則,B,2,-4.290255,-10.550959,0.138846,0.735000,-5.040932,1.188993,200,122,1.390000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,A,0.500000,1.268127,-3.484758,8.619506,0.460000,3.808121,1.779494,200,122,1.100000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,A,0.500000,1.268127,-3.484758,8.619506,0.460000,3.808121,1.779494,200,122,1.100000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,A,1,0.782872,-3.717097,7.647383,0.460000,3.371767,1.731310,200,122,1.100000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,A,1,0.782872,-3.717097,7.647383,0.460000,3.371767,1.731310,200,122,1.100000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,A,2,0.042697,-3.771268,6.652600,0.495000,2.860805,1.608067,200,122,1.100000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,A,2,0.042697,-3.771268,6.652600,0.495000,2.860805,1.608067,200,122,1.100000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,B,0.500000,1.114034,-3.666297,8.646979,0.460000,4.645876,2.449327,200,122,1.240000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,B,0.500000,1.114034,-3.666297,8.646979,0.460000,4.645876,2.449327,200,122,1.240000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,B,1,0.782872,-3.743287,8.607001,0.465000,4.072627,2.452290,200,122,1.240000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,B,1,0.782872,-3.743287,8.607001,0.465000,4.072627,2.452290,200,122,1.240000,60.000000,0.000000,0
費用あり(p75),3.717097,完全な判断,B,2,0.212639,-3.842137,7.385641,0.480000,3.617723,2.260527,200,122,1.240000,60.000000,0.000000,1
費用あり(p75),3.717097,完全な判断,B,2,0.212639,-3.842137,7.385641,0.480000,3.617723,2.260527,200,122,1.240000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,A,0.500000,-2.686203,-7.478487,1.830900,0.680000,-2.772798,0.922285,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,A,0.500000,-2.686203,-7.478487,1.830900,0.680000,-2.772798,0.922285,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,A,1,-3.212775,-7.618080,1.591952,0.665000,-2.799400,0.921609,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,A,1,-3.212775,-7.618080,1.591952,0.665000,-2.799400,0.921609,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,A,2,-3.078814,-7.613156,1.109410,0.690000,-3.085619,0.910791,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,A,2,-3.078814,-7.613156,1.109410,0.690000,-3.085619,0.910791,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,B,0.500000,-2.686203,-7.478487,1.830900,0.680000,-2.772798,0.922285,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,B,0.500000,-2.686203,-7.478487,1.830900,0.680000,-2.772798,0.922285,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,B,1,-3.212775,-7.618080,1.591952,0.665000,-2.799400,0.921609,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,B,1,-3.212775,-7.618080,1.591952,0.665000,-2.799400,0.921609,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部逆張り,B,2,-3.078814,-7.613156,1.109410,0.690000,-3.085619,0.910791,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部逆張り,B,2,-3.078814,-7.613156,1.109410,0.690000,-3.085619,0.910791,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,A,0.500000,-4.747991,-9.265094,0.044293,0.750000,-4.661396,0.922285,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,A,0.500000,-4.747991,-9.265094,0.044293,0.750000,-4.661396,0.922285,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,A,1,-4.221419,-9.026146,0.183886,0.745000,-4.634794,0.921609,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,A,1,-4.221419,-9.026146,0.183886,0.745000,-4.634794,0.921609,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,A,2,-4.355380,-8.543604,0.178962,0.745000,-4.348575,0.910791,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,A,2,-4.355380,-8.543604,0.178962,0.745000,-4.348575,0.910791,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,B,0.500000,-4.747991,-9.265094,0.044293,0.750000,-4.661396,0.922285,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,B,0.500000,-4.747991,-9.265094,0.044293,0.750000,-4.661396,0.922285,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,B,1,-4.221419,-9.026146,0.183886,0.745000,-4.634794,0.921609,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,B,1,-4.221419,-9.026146,0.183886,0.745000,-4.634794,0.921609,200,122,1.000000,60.000000,0.000000,0
費用あり(p75),3.717097,全部順張り,B,2,-4.355380,-8.543604,0.178962,0.745000,-4.348575,0.910791,200,122,1.000000,60.000000,0.000000,1
費用あり(p75),3.717097,全部順張り,B,2,-4.355380,-8.543604,0.178962,0.745000,-4.348575,0.910791,200,122,1.000000,60.000000,0.000000,0
