draw,max_mean_net_bps_full,max_mean_net_bps_train,max_mean_net_bps_val,max_sharpe_full,max_sharpe_train,max_sharpe_val
398,-3.636002156697037,-3.709455269360511,-3.419423372498109,-2.7573428725847133,-2.7284901298468043,-2.923075706577983
399,-3.2897962618207446,-3.012909322180693,-3.4994866117512577,-2.497844301299681,-2.3851245452369945,-2.9791370282841982
400,-3.726019902008941,-3.7690559407800612,-3.3958801695726857,-3.229059822964086,-3.217141734824482,-3.3423124551138805
401,-3.345207751725399,-3.152757566484211,-3.5235051575799727,-2.1892318101123145,-1.890197788212453,-3.4625948119454275
402,-3.920414163915571,-4.081711814726004,-3.395826886669257,-3.0622225145424964,-3.0568009615906235,-3.459452404593028
403,-3.895283057841018,-3.812675074792109,-3.7301024851885822,-3.4908968891161525,-3.4669815326245805,-3.7136613732134163
404,-3.7652817063332904,-3.669567724876352,-3.4630720984538064,-3.1091741782658,-2.9506856740220653,-3.475294476621326
405,-3.8508490822685624,-3.9732837612157317,-3.3626611493771574,-2.738225425738695,-2.527273425443343,-3.980337437171764
406,-3.638431936814382,-3.674853285581074,-3.435792216401763,-2.6624896971471506,-2.4441036915852865,-3.5688390730669446
407,-3.726885898262614,-3.792597720636448,-3.5419880004071693,-3.1187287018654613,-2.995035544651706,-3.2357677505206124
408,-3.747511119257059,-3.9099749442200356,-3.2971917906357358,-2.8151989143479077,-2.829746864060809,-3.1694233780922563
409,-3.7164035128178208,-3.8607471049228477,-3.152150861232824,-2.3546187036899786,-2.3094027704686275,-2.661296497959394
410,-3.6463583198102887,-3.734333843751065,-3.4245153142263955,-2.631855250850168,-2.0950737968866773,-4.237260267310318
411,-3.0627028095495596,-2.83280212659576,-3.4280563605192613,-2.664828899703415,-2.3778133360388436,-3.763987665510723
412,-3.719346800961509,-3.649871013910692,-3.6904181475019704,-2.594888040800722,-2.3750297290109765,-3.54526559522275
413,-3.8828966943572047,-4.06380983706689,-3.35090122185789,-2.7122086628876168,-2.6529619289366453,-3.3403438547334745
414,-3.5639571583507528,-3.616224932844772,-3.3043082333285496,-2.658347673406519,-2.4229888364335395,-3.5654595755730143
415,-3.63124529626881,-3.5923724013447216,-3.628841955237756,-2.267455315090487,-1.7485445957587065,-3.784840448715546
416,-3.592369053861071,-3.6673568440862954,-3.3953736120785725,-2.4218649074950465,-2.195885674801207,-3.643062824041018
417,-3.700411443490316,-3.699929787752775,-3.7016820401510815,-2.235435373415025,-1.9114832476888748,-3.262665399926775
418,-3.761490335521979,-3.9149273689490918,-3.332710855180486,-2.1300302273993124,-2.000185372212885,-2.795531889434098
419,-3.5738984953599027,-3.7908922416876436,-2.958258913908394,-2.7135365588539586,-2.6430883724610914,-3.115069135924304
420,-3.596745438835712,-3.6732753092456605,-3.4248714735712276,-2.7203041825569154,-2.52325586968539,-3.602312202176588
421,-3.7419146813950195,-3.7268602952205363,-3.5267398991545216,-2.8811608109721516,-2.921230278179822,-2.869709310998738
422,-3.734443563935721,-3.7454961658417925,-3.557254141174089,-2.919591058518692,-2.6023541284277925,-4.062332240731489
423,-3.817168060621958,-3.876418732565729,-3.578991126409588,-3.2040433741547663,-3.1609567355606947,-3.611894690806904
424,-3.646539583717208,-3.780938772853299,-3.2281310410799056,-2.414186704628381,-2.389633041856658,-2.6174981118674148
425,-3.7402531549739804,-3.707560439207932,-3.5402731803901117,-2.6070282354305703,-2.224699195810196,-3.998388212089457
426,-3.576320665562373,-3.44314102658727,-3.6702494897051148,-2.7896891021526122,-2.7303990314680946,-3.1394351100133897
427,-3.579473895230991,-3.5154061099820795,-3.497908492576852,-2.360001984320443,-2.3433412529710864,-2.6162114656290067
428,-3.490229059489161,-3.3630370527966686,-3.520115486501571,-2.897827557968292,-2.4871830121988556,-4.4208813769476665
429,-3.548830520133685,-3.5628641905458336,-3.507448705753803,-2.8650152955625665,-2.5423191124003006,-4.585796731823754
430,-3.7994119894535143,-3.8547785626803894,-3.4230018656760044,-2.954633721849206,-2.898706313741483,-3.1297996508185952
431,-4.033970608098544,-4.16542631831715,-3.4635878200252512,-2.973294047581099,-2.7867367299278283,-3.7002121548509725
432,-3.5846798433780527,-3.720099166808193,-3.1970707753343475,-2.2779070685177967,-2.220449761015014,-2.624576651972408
433,-3.530222379075967,-3.2339233558728977,-3.6199491005633706,-3.4390402662017907,-3.262792171955504,-4.141960402591687
434,-3.513106330557873,-3.496079934613933,-3.508893963815437,-3.2541956695225656,-3.4793637820586296,-2.7126595578529744
435,-3.4519523282377715,-3.514828513517804,-3.246837623529675,-1.8609868062365054,-1.6985455827019023,-2.681542848892365
436,-3.61825096671915,-3.6142960618384175,-3.172343799371376,-2.8152980990847167,-2.9174517517617553,-2.7986282707254273
437,-3.85409330658998,-4.0656025880031255,-3.1513423498723014,-2.813469236124918,-2.497660482650986,-3.8340139545092806
438,-3.2420457157176203,-3.1752644939528185,-2.626507209800864,-2.914814616723876,-2.9718515848085305,-2.930409872415895
439,-3.489361810694816,-3.5828334302772418,-2.936732872148262,-2.416850823857004,-2.1668375927146255,-3.505089956694745
440,-3.6357957223302573,-3.5542304784382006,-3.702922694774119,-2.9066983904281676,-2.6344350281374,-4.219838044238925
441,-3.799293342933474,-3.8561859149932665,-3.638106964379835,-2.7237175401611182,-2.7890411749704094,-2.7561400652650634
442,-3.825144768241309,-3.7034545888879875,-3.3660124616681366,-2.912666734684744,-2.450686105657418,-4.768685864557882
443,-3.7977398966790368,-3.7432994756687314,-3.76475474847601,-3.059879047786018,-2.8502077959615,-4.288717795770961
444,-3.8657467725386723,-3.99141139709025,-3.4404665925098845,-3.546559782790034,-3.2576307026139855,-4.489758022715232
445,-3.8060482248659215,-3.853031393942316,-3.6467589580039763,-1.8815149418013395,-1.7797722494938983,-2.8455586984249526
446,-3.657378331710456,-3.8294261586335145,-3.1916468259599577,-2.717334110946649,-2.626974944907034,-3.04371343046696
447,-3.301193300925286,-3.554397198815161,-2.6908110537127254,-2.7262822458246965,-2.8362382101249044,-2.5807201396740624
448,-3.400197253810151,-3.2829120205277196,-3.387316615097418,-2.647107685069103,-2.257601131033052,-3.87255099600232
449,-3.8044285987573896,-3.4572864436028503,-3.8577767583557208,-3.0895502756563737,-2.7857557379271323,-4.410512701811791
450,-3.6140191502782355,-3.6570702783159867,-3.4986998398370437,-3.1523565056795473,-2.7389290095918923,-4.501919477520683
451,-3.7508210644187696,-3.909358343297107,-3.3254587305459196,-2.93584402757019,-2.841431102717764,-3.4624363200319404
452,-3.640962236666014,-3.613246692631672,-3.4708263340602894,-2.652864797150815,-2.580452995993237,-3.1575689398804876
453,-3.8349428282721916,-3.832100344688503,-3.5396594646452852,-2.4004630619205547,-2.3870808626607753,-2.6359949051817035
454,-3.5227549423824818,-3.4445499102346564,-3.5776279628968455,-2.359432990502387,-2.1579453221433664,-3.627253413370896
455,-3.701476816078652,-3.741692087979222,-3.551832944227263,-2.7771031183139727,-2.658267301918144,-3.6246447029401496
456,-3.630646279476928,-3.682629325825871,-3.150592674854469,-2.6751541640601864,-2.633523366724564,-2.85039455321554
457,-3.7663042903979793,-3.7846921611683624,-3.6774539408103237,-2.957646677145999,-2.684391235894203,-3.3667908597822493
458,-3.74668150211814,-3.850360665127413,-3.449477892890228,-2.1851769966682713,-2.227428095668899,-2.3033639883065606
459,-3.5019136687605585,-3.1097376103395047,-3.2116549274805464,-2.5148975758662626,-2.24809996651809,-3.272598545708328
460,-3.564458646344987,-3.6408769876142286,-3.3968882652823407,-2.7840657526818404,-2.5323283938923065,-3.7437595482789114
461,-3.5316904556349242,-3.5524857911823244,-3.376269923675611,-2.4773585417120745,-2.3226217094444346,-3.5116534940978004
462,-3.7719458643128023,-3.8468119699889978,-3.4579762184083562,-2.7207009804779045,-2.554933236622885,-3.496141487442099
463,-3.836853930361703,-3.9652032527020333,-3.425309830232536,-2.744430923017197,-2.7490047743027333,-2.838083921102278
464,-3.664507328404014,-3.737118961257492,-3.196306546289862,-2.527795774852504,-2.3631173722301915,-3.2833889244341674
465,-3.2866698088774746,-3.194183085118323,-2.4615573340963963,-2.1140235743369584,-2.1935720146349067,-2.0969924657290444
466,-3.742389744267285,-3.6372305205269404,-3.4615045959567863,-3.281504332061372,-3.049907750232539,-4.258358363714009
467,-3.795681886641355,-3.9551370609456926,-3.352855513747838,-2.650147413700101,-2.780546111045329,-2.4296731000901066
468,-3.3567461958121463,-3.3579827438793073,-3.353558879508194,-2.449865602728258,-2.443149570089354,-2.75860294486051
469,-3.616264223994961,-3.5706654965055056,-3.411220725622761,-2.5808896868852425,-2.559723220568118,-2.9204959855889827
470,-3.7158043862371564,-3.904451745718274,-3.161988519508976,-2.946519137612258,-2.91022946302082,-2.915522109440294
471,-3.8382965678984604,-3.9037082924807933,-3.193474548188276,-2.6110515746545992,-2.7276198770007056,-2.447872963838164
472,-3.403056991326281,-3.351202079348834,-3.477333616751255,-2.6246739317090637,-2.4128184595438142,-3.0193984068766984
473,-3.5046777783190404,-3.5140379668568746,-2.734077531118021,-2.8210391086976903,-2.906488631572944,-2.755515539238464
474,-3.763272148345419,-3.7821821929506863,-3.6934634929801264,-3.47072496589787,-3.1911290955656355,-4.307075797818568
475,-3.5220407241752745,-3.1226178125471553,-3.6775418052349345,-2.7359839092937173,-2.2386188425785787,-4.619244354755551
476,-3.4037379042160003,-3.3231883129982025,-3.443282280837985,-2.571831375553524,-2.5456917176302265,-2.768746436641894
477,-3.800546029696467,-3.9380374891552457,-3.226216340229127,-3.2128171854444356,-3.4098072616240143,-2.8196412390995222
478,-3.705367099796533,-3.6217755874047852,-3.7182970467918004,-2.4504987315439,-2.0538525172461086,-3.783557895931395
479,-3.2879635118979054,-3.3824051061361042,-3.06317409084736,-1.9689231497848674,-1.7286583360362724,-3.435988347582555
480,-4.078764708227627,-4.1528930128284545,-3.725846152958758,-2.7366067135365584,-2.422526303267478,-3.987842151292943
481,-3.2526962653728506,-3.154517186958286,-3.3485322839266978,-1.9121407324748252,-1.6127350435917018,-3.0702142568394293
482,-3.679877379118802,-3.397650382616464,-3.3476219758299735,-1.4838060695699546,-1.235913806617239,-2.9440986280981813
483,-3.5135195104216788,-3.7080624642520332,-3.0431465104616513,-2.617216121845509,-2.4006799179199407,-3.5438692349568366
484,-3.80249240156534,-3.8983831172688332,-3.0769912039054996,-2.5719307948777157,-2.596399748029797,-2.7314499214861
485,-3.3637352965424423,-3.2974874234111256,-3.1755034480194975,-2.4256466055693164,-1.909687146702405,-3.4177022907719388
486,-3.605417076853604,-3.661824104490256,-3.453854771100996,-2.3089464269103397,-1.8864346948337603,-3.6431536052563835
487,-3.2929519043392705,-3.4298851521263485,-2.967091554099879,-2.9956609286834843,-3.124595628864384,-2.691623162996873
488,-3.9424191631792516,-4.013990821407347,-3.644445724515423,-3.0111993897590215,-2.7588855381053583,-4.132709949643859
489,-3.721939374503402,-3.617632318453091,-2.4245745172603286,-2.8391502713746317,-3.1222760884330474,-2.0867672822507073
490,-3.767253997065839,-3.763324760510217,-3.386866064634596,-2.970425733136125,-3.10185642195797,-2.7240401224694253
491,-3.463691036867162,-3.31611762917637,-3.506813993768558,-2.725985899480438,-2.60265363365736,-3.2793287131481135
492,-3.6870145885294034,-3.6672075575180902,-3.5568971060421717,-3.0232875956732386,-2.942322174369358,-3.641420062555102
493,-3.4441375200603606,-3.385245993948105,-3.554332719308478,-2.474743102628699,-2.2748040247332955,-3.343956036752581
494,-3.754332660622802,-3.674822709561679,-3.510319280662994,-2.67352869594009,-2.323689634368842,-3.844993508804721
495,-3.6615805698841055,-3.594951386685903,-3.306098508322047,-2.9874669250126455,-2.937436826822653,-3.531255655774874
496,-3.6845426150698133,-3.7546299501596967,-3.1540245423137887,-2.386033361403597,-2.378351594314046,-2.471717168597438
497,-3.2289023358713966,-3.0629371445241196,-3.1393064427610873,-2.474598062884232,-2.32600554658714,-3.052996243295007
498,-3.629454046463284,-3.8926667934479022,-2.6929152923428554,-2.203198586972033,-2.4030447792412915,-1.6840672676803217
499,-3.4901648159606093,-3.4846924639790373,-3.3948768406734176,-2.8178717187983007,-2.3733452381651166,-3.941385984147631
500,-3.509834441236468,-3.5032372728918695,-3.355218247639787,-2.467829725310939,-2.3349022845079097,-3.720444718008771
501,-3.723147926038685,-3.8563882585652665,-3.330261501836693,-2.355654004355095,-2.1253634218439985,-3.3856845874092887
502,-3.6783413378365233,-3.4677526232435083,-3.5819749805536563,-2.6966960074822284,-2.608767056048699,-3.462562036669603
503,-3.4832529657657876,-3.5844719569239523,-3.1940423354748724,-2.9723682627845904,-2.8599009938434885,-3.4763224686832745
504,-3.5339092319462573,-3.5662260464310434,-3.4591149211836445,-3.0892964801041494,-2.632549385104838,-5.1526496906047115
505,-3.5859597918475017,-3.5638194632560634,-3.4289367760754073,-2.405418570179944,-2.2298264550100604,-3.0999548366146326
506,-3.39116703582328,-3.2601479185690683,-3.508713934933677,-2.6313351092421624,-2.3826008936804777,-3.6674889837656948
507,-3.204507013170998,-2.5816116053143756,-3.344308823901454,-1.408689803832502,-1.0730929901527455,-2.658137716141332
508,-3.7487391024602887,-3.566193059612129,-3.3238128194329284,-2.9694137849409357,-2.6859314849769182,-4.312834888793213
509,-3.7398371722596657,-3.7490045236739853,-3.4685062690849544,-2.8082252546694657,-2.517864225885564,-4.092175257569778
510,-3.7661127835184893,-3.7135895502880802,-3.5551682495316625,-2.13325111101628,-2.020552859752745,-2.7769973957694996
511,-3.176522383788789,-3.259267048282545,-2.9192033465792724,-2.462967369542139,-2.1692060737016226,-3.1614362610314664
512,-3.8057193982594666,-3.926855346788517,-3.33475934657338,-2.194588865355309,-2.2247232524413105,-2.148839422180287
513,-3.2539378350476516,-3.0183110905948043,-3.4860830342016156,-2.429494438451815,-2.1955636823837645,-3.2416580838415907
514,-3.4881302495558555,-3.225449149836154,-3.698584450662165,-2.3088058327395906,-1.9255804945134505,-4.213247216005357
515,-3.2340117156359023,-3.2651681174310947,-2.872931021742444,-2.4623039650938776,-2.205529318324862,-2.7915296057552776
516,-3.5209238694087563,-3.672611975594783,-3.1396640896392136,-2.722047335145388,-2.2565043699433787,-4.554501755247727
517,-2.9434096624512813,-2.848681633589572,-2.4284534674776257,-2.5128776656729026,-2.602509664603784,-2.356670774879403
518,-3.4343049509741475,-3.302153281112315,-3.4360387505875503,-2.6261732358545116,-2.553416850670661,-2.95300322030919
519,-3.695596001782852,-3.786055433825477,-3.3332376713800103,-2.4862326386339837,-2.3337994885193543,-3.227741095047877
520,-3.761488791511096,-3.8967414183962377,-3.260488442065022,-2.6790656989315806,-2.2747121727124915,-4.285614891107589
521,-3.583123503939579,-3.45977835526595,-3.6318794146266087,-2.716904852909173,-2.4009776845200124,-3.173429437696693
522,-3.720602688914227,-3.7164353306931868,-3.6230350083729213,-2.5766746564156087,-2.1287725078738093,-4.7726997859177365
523,-3.6725723139590896,-3.8170928416250915,-3.1323452017744087,-2.882480625376813,-3.1403289065362374,-2.20907308800244
524,-4.042739457185151,-4.188885700938544,-3.565650381531467,-3.0639433279083055,-3.045382177124988,-3.357157410806544
525,-3.8482868771593544,-4.015756560579101,-3.4063720284056145,-2.671568053807661,-2.299959918434273,-3.641865178965719
526,-3.6573196031307327,-3.6581721249660686,-3.6239225364068415,-2.694912853012443,-2.5370029018806233,-3.495964568414137
527,-3.5229033594165857,-3.329413773869477,-3.3498047417475387,-2.250135967162611,-2.1291540916658436,-2.7081515696987144
528,-3.6997228363838985,-3.888687815872219,-3.0756123081922504,-2.7512605327298725,-2.724777712435942,-3.0049866431994157
529,-3.3239210653208255,-3.5303428554848106,-2.8198503467252394,-2.300662322913633,-2.284019148252244,-2.5924646446014656
530,-3.5973418490768636,-3.725989151829302,-3.1451667594043875,-2.6821443258355964,-2.4391792618945978,-3.545117850382951
531,-3.3880904678873556,-3.6951533213877736,-2.643820041501139,-2.680372750027949,-2.5402602499435223,-3.7926788062341674
532,-3.3422979410620304,-3.4391235320173545,-2.8559128394029356,-1.6666803469971634,-1.6537010631471754,-1.928466747738452
533,-3.889979497228974,-3.893991390392154,-3.8307855836718723,-2.9029663202064153,-2.5494364803109635,-3.8366517319489684
534,-3.8031909784551985,-3.758435626811453,-3.7092617388491105,-2.816866301189577,-2.236961871999099,-3.3255774493246077
535,-3.3287299711422884,-3.0979074267427427,-3.1674817960320896,-1.9015872290103426,-1.8598851189573404,-2.366713493485066
536,-3.7227557500977086,-3.5864293721482707,-3.451651054791942,-2.5073580177830297,-2.2800310609714116,-3.5899883145986387
537,-3.345273864882672,-3.230586814510791,-3.4685634712896762,-2.694526347567656,-2.5181908030314326,-3.8908202348660303
538,-3.5836443233084694,-3.583906149759472,-2.834715267805211,-2.658282681737828,-2.477333821082109,-2.7584800095469046
539,-3.778995470974142,-3.6471668623970035,-3.8002790555565134,-2.1127731241751553,-1.8287168926765105,-3.285930393381659
540,-3.4829517730752193,-3.1974410835205234,-3.8984781432371536,-2.472759465488846,-2.2158749643639015,-3.678548416805292
541,-3.354045636305171,-3.295923896938835,-2.857384437882028,-2.6577097148264968,-2.517891547201591,-2.3285147041602623
542,-3.392810384254771,-3.27056179122599,-3.621026089358828,-2.6274267205557247,-2.44021768662292,-3.1686096457771384
543,-3.8075824729865793,-3.9235516530419923,-3.484629221255636,-2.8139237013433753,-2.4069357301941428,-4.627597164720043
544,-3.995856842235403,-3.9369960994991997,-3.8082467268187528,-2.918601400524046,-2.7826404397411393,-3.608039231605753
545,-3.2021218571306616,-3.4019325124386155,-2.720814458603913,-2.344744499164138,-2.5029472292315265,-1.968721252912424
546,-3.4256423694486915,-3.220053760039297,-3.104535024285686,-2.3930476425199725,-2.0128818939114503,-3.8009162687937703
547,-3.660807595341001,-3.6743727221734455,-3.5375476640576227,-2.694347181344298,-2.4054188976491933,-3.7610485582392372
548,-3.4919023906144133,-3.5121829569293004,-3.240762239941047,-2.592548284734157,-2.314026267418124,-3.772905316018783
549,-3.7954747724918225,-3.96492891022189,-3.2121960414513606,-2.8402182549199644,-2.8065491246811085,-2.890257676283829
550,-4.003086822239546,-3.972269910095359,-3.2618412216023103,-2.7038675357391786,-2.9506294261594217,-2.147108568838578
551,-3.7546276396786356,-3.767460737002051,-3.720384519332531,-2.385505242065049,-2.0260257014794987,-4.200677971032044
552,-3.745203083532778,-3.709975764754842,-3.2081098534709462,-2.5232967717143913,-2.426633748406989,-3.1187421918845546
553,-3.590051137705648,-3.361201395353084,-3.555553923575277,-2.2270826925031533,-1.9766022398566458,-3.301032675535861
554,-3.511059510722323,-3.5861686859450077,-3.3012182036931126,-2.6432509334295493,-2.6919597589951194,-2.693106355586828
555,-3.77993216435954,-3.6746112615629873,-3.6244985411625494,-2.9641654998086935,-2.599742132330053,-4.095971019679908
556,-3.5789182367948085,-3.4219028207225524,-3.6549475967000893,-2.0395299533458444,-2.0848230694637317,-2.197324497806657
557,-3.523521220600029,-3.5356882537258922,-3.385601301859275,-2.7023487782068827,-2.6010306680263096,-3.431134261312888
558,-3.728453014898603,-3.7880811929137366,-3.11825964540012,-2.5009993395513384,-2.281319974177891,-3.6721224440377798
559,-3.129646641163682,-3.082964053650062,-3.2012145254606934,-2.400836842297863,-2.2956950695656535,-3.087528924102072
560,-3.4253256777022005,-3.052036530298117,-3.6430900454002764,-2.2751735910795015,-1.9847249978120411,-3.6124180767979537
561,-3.394650196168387,-2.7258709633308715,-3.6539435578341677,-1.9119936150774555,-1.3957096829087763,-3.677229969922031
562,-3.5006046752940585,-3.5184394777383288,-3.1662123809094473,-2.3172541354759613,-2.222804548060409,-2.8196150722281046
563,-3.87118704555243,-3.880098226359645,-3.517126355618249,-3.3387960373998005,-2.9238411459432068,-4.997736221566881
564,-3.707111287346262,-3.835642684757847,-3.3481159824843982,-2.9694354330698434,-2.8423233118638014,-3.752869032403569
565,-3.3942106448792506,-3.3041852468396704,-3.4083606360277185,-2.9680497750632098,-2.701870615408175,-3.9838426045617292
566,-3.5430723234788695,-3.4759983513708446,-3.2414220802913016,-2.5933432097438347,-2.3690388345465268,-3.423679298641508
567,-3.58108590582912,-3.4165376874877778,-3.4031942469780727,-1.832558283434325,-1.7102869607670337,-2.7608829837198154
568,-3.5420232412958597,-3.7312898564691084,-3.0987266492650467,-2.9395356873483607,-3.0768140081905533,-2.741350433748706
569,-3.577953432284642,-3.736667875136154,-2.9979223511562814,-2.471589665423389,-2.183650651744267,-3.623448917938527
570,-3.9300422440823697,-4.09326836035907,-3.3050366141390466,-3.441277073970081,-3.3822458276361416,-3.4035887195685666
571,-3.6424906934212227,-3.6252215157090415,-3.4222076566475295,-2.4736633788221285,-1.9908177217621676,-3.9300819558986775
572,-3.41922592659393,-3.4863900577550195,-3.2300925491651955,-2.514871365749307,-2.2244377844968666,-3.7826722172920935
573,-2.9125765065369307,-2.4536754267434078,-3.49245865216022,-2.3723373188857577,-2.067357432009675,-3.5286045010026026
574,-3.737500140606699,-3.6661023256605176,-3.2091359574601412,-2.9310662911869714,-2.986102993891196,-2.8238418010884354
575,-3.691301203046656,-3.5598097043754127,-3.5065273109527433,-3.3911103655376547,-3.248847550840214,-3.6552459437514035
576,-3.7224051532427582,-3.794049686922761,-3.522805411733678,-3.497444741540822,-3.323700274907243,-4.138510942108794
577,-3.8622755319272817,-3.8372110211030126,-3.4033056159341593,-2.2167317513827447,-1.92813017813615,-3.3907997018986493
578,-3.6812309555705487,-3.6579952847258705,-3.511583947568561,-2.6649749146465314,-2.7572612799523286,-2.647174377873981
579,-3.7557062280388633,-3.760500346452313,-3.29233032961913,-2.8685725351160416,-2.910495536799019,-2.8868408111959925
580,-3.3138312276499726,-3.2528012625997205,-3.4635679924461336,-2.1937419009848727,-1.9972396320469934,-2.8439778622070384
581,-3.6826571524616294,-3.7056559276973324,-3.6192848641954565,-2.640875496148794,-2.464222578878591,-3.531467103836758
582,-3.511336105223533,-3.38675355156095,-3.7495714411491554,-2.4146423409363114,-2.125700736569027,-3.63046885347976
583,-3.6430762691763396,-3.62371651307175,-3.5015038852877605,-2.7848819550729003,-2.780779685183682,-3.170651745997886
584,-3.906877273352039,-3.9825587842269052,-3.5887358386816004,-2.7349810269098698,-2.6477386226700643,-3.146240347080194
585,-3.71339378278813,-3.7029044109227676,-3.6083507949164315,-2.9706874391255003,-2.7015959397626257,-4.126649085292746
586,-3.6849667320435264,-3.716939585371381,-3.504631850410628,-2.22939651196522,-2.0382889045966515,-3.079350282886783
587,-3.5901550759724334,-3.5002110488703875,-3.3074939706757944,-3.0009820126349167,-2.5509727490396856,-4.395090433638473
588,-3.148353066813072,-3.3622812514828246,-2.621460643139582,-2.1271942819346767,-2.1759319877833563,-2.1126601850413085
589,-3.701671218320147,-3.685158257977402,-3.728266728687412,-2.1442461759057685,-1.9675148894184689,-3.1264606312371908
590,-3.479231234840489,-3.4982332103862093,-3.1444723162993258,-2.204790079574027,-1.7145465067887937,-4.145350051928871
591,-3.651601971384471,-3.4267120436843648,-2.751577634227072,-2.029916350935372,-2.126418141500792,-1.8726126851500586
592,-3.3759022594875883,-3.3507418870445864,-3.193935592143073,-2.300492553322245,-2.1467861070389853,-2.9160060595214814
593,-3.952513054089001,-4.032540714569116,-3.253315187426849,-2.9748394031691427,-3.003410898796025,-3.216086548992401
594,-3.3724110780381014,-3.6400487205944563,-2.289983093608473,-2.387039207797803,-2.723027645976829,-1.4884027755834128
595,-3.489934078832234,-3.5846779607501555,-2.8488292144054737,-2.4756329952861487,-2.254975247213656,-3.3380867538677665
596,-3.7118945085515764,-3.582323245477409,-3.7304564301993737,-2.239997285069671,-2.0969351358373842,-2.9862413872340667
597,-3.417235365801138,-3.522309452510373,-2.655964478359288,-2.183265939685381,-2.284941968092341,-2.0194654391155633
598,-3.74729453613707,-3.711702896089296,-3.3429092052472664,-2.6743622647075904,-2.739740328368157,-2.3337488111259996
599,-3.5800542408178924,-3.444209488924748,-3.7249920807315764,-2.638788661668986,-2.401195626225399,-3.85387341228344
600,-3.794538821885835,-3.7662822433769247,-3.652808948993527,-2.526320204759424,-2.5324071373030765,-2.693544430435996
601,-3.447761582387849,-3.4479068578424297,-3.178642135487571,-2.440798789035285,-2.4804260754786474,-2.4655097136661324
602,-3.369413305282806,-3.5347949249833643,-2.8991827382605746,-2.0938825464359154,-2.0446167388059195,-2.355201119342934
603,-3.3870944415609303,-3.5220155800911006,-2.983768006138887,-2.4025498955553064,-2.5664537360314346,-2.0236876947159117
604,-3.793764247083636,-3.639703096601795,-3.6438213762688254,-3.03684991648155,-3.01308646894048,-3.482318013353142
605,-3.357582557363507,-3.247530003459054,-3.5180141834563483,-2.535426726563541,-2.2783832012489906,-3.690013645319766
606,-3.694420651890423,-3.6650101808392996,-3.773189872676803,-2.9363941349841367,-2.5224740417526643,-3.930690691898161
607,-3.7578824289240615,-3.6940278291160604,-3.78519239286394,-2.5445046668501012,-2.2245692146425777,-4.1317389303058185
608,-3.6005355857605204,-3.7342827597718573,-3.106473673052132,-2.8588583599114625,-2.7919957949408247,-2.840902892628391
609,-3.6448251952642736,-3.7199850825039658,-3.015124053706346,-2.684440349196984,-2.6593772472354265,-3.0302293158293625
610,-3.53193924294948,-3.4124462878398845,-2.956860883524587,-2.702528920905468,-2.777714709918249,-2.3335289601926856
611,-3.7049416932045585,-3.7283638243875683,-3.6414403695437363,-2.76027768658345,-2.499935579419841,-3.9275561173437707
612,-3.7554205561337386,-3.853954764040566,-3.385800243814342,-3.3514055848716935,-3.426181153978882,-3.4227420682866914
613,-3.5687345625820472,-3.571890794052672,-3.3317588289345146,-3.2379625104779364,-3.158141505861285,-3.634745714558213
614,-3.5897626470543735,-3.370819709816288,-3.136393034869389,-2.211792637666281,-2.2701074012505784,-2.1383483274112494
615,-4.02547312100819,-4.169104382508469,-3.3441341403810134,-3.026328043626651,-2.9394651030946695,-3.901969318285579
616,-3.8377393244495948,-3.8979145428578694,-3.5722636124022187,-2.7966195107893768,-2.7280847185076733,-3.1325833045182008
617,-3.917709520986756,-4.017820402550472,-3.2564662936476334,-3.216176378643015,-3.0941683089323404,-3.8996931812199853
618,-3.6164684503438247,-3.140411375377735,-3.349904321843635,-2.235038088694219,-1.4878656374610597,-4.570454304681499
619,-3.7515455447739163,-3.678373883358681,-3.8329083558927186,-2.5202229234464246,-2.1326188035425493,-4.000061120488372
620,-3.72734400894036,-3.8637695468733466,-3.413030612183637,-2.9451370782046906,-2.6823176257638006,-3.9223131356566476
621,-3.35801833899314,-3.336938399896068,-3.161238668199993,-2.832576458175443,-2.8411004754946303,-2.7610469426086364
622,-3.4453675872301757,-2.9628616384799713,-3.394977183898019,-2.0691611290524192,-1.71932939282844,-2.781761451173445
623,-3.7821033062569023,-3.672911581692413,-3.122995026718546,-2.84669222885754,-2.8867240240417202,-2.861625217796886
624,-3.3905305923027087,-3.1338009420594064,-3.0994927940543517,-2.065777747127006,-1.7209564470877206,-3.7452477045686092
625,-3.369457987736405,-3.099479737779667,-3.32796000470872,-2.017627868265515,-1.5049030507047485,-3.961357638273866
626,-3.824825358165623,-3.9772087207026177,-3.4099936708694205,-2.95599685272694,-2.5841352798563806,-4.373673989088311
627,-3.679606906853024,-3.832654365254037,-3.26330116221989,-2.866956098419216,-2.961282196809356,-2.7433178684189063
628,-3.6918215208485585,-3.6676056073253127,-3.589887612541785,-2.7381955441008277,-2.2832007608039797,-4.268067339641328
629,-3.3929944251879456,-3.4641731902848765,-3.0415393816071945,-2.446145258752729,-2.221798827803379,-3.4710411084775075
630,-3.812397070031469,-3.9670829030340404,-3.337176911371195,-2.2943378218562427,-2.1907529611950283,-2.872736138162839
631,-3.6818283611950844,-3.567002093063742,-3.165633534306474,-3.161019298628388,-3.0225864799076194,-3.7856029161050806
632,-3.6964363330532684,-3.7664214543537162,-3.4250727177776246,-2.805476759859455,-2.4100801864835337,-4.349420179965764
